Newfoundland and Labrador,, 
Specialops Industrial Services Inc.,"20519 95th Avenue, Edmonton, AB  T5T 4P1",1
Specific Gravity Brewing Company & Restaurant Inc. o/a Brewsters Brewing Company and Res,"5519 53rd Street Southeast, Calgary, AB  T2C 4V1",1
Speedy Collision,"7700 110th Avenue Northwest, Suite 20, Calgary, AB  T3R 0E3",1
Spence Corrosion Services Ltd.,"1401 8th Street, Nisku, AB  T9E 7M5",1
Spencer Ogden Canada Ltd o/a Spencer Ogden,"237 8th Avenue Southeast, Suite 215, Calgary, AB  T2G 5C3",1
Sphinx Medical Group,"11474 17th Avenue Southwest, Edmonton, AB  T6W 2S5",3
Sphynx Consultants Inc o/a Little Caesars,"31 Southridge Drive, Suite 183, Okotoks, AB  T1S 2N3",1
Spiros Family Holdings Ltd o/a Spiros,"1408 50th Avenue, Lloydminster, AB  T9V 0Y1",1
Spring Fresh Mat & Linen Rentals Ltd,"9545 116th Street, Grande Prairie, AB  T8V 5W3",1
Spring Roll Ltd o/a Spring Rolls Restaurant,"321 13th Street North, Lethbridge, AB  T1H 2S1",1
Springhill RV Park Ltd.,"Site 9, Box 17, RR 1, Cochrane, AB  T4C 1A1",3
Spruce Grove Humpty's Ltd o/a Humpty's Restaurant,"100 Jennifer Heil Way, Suite 20, St. Albert, AB  T7X 4B8",1
Spruce Grove Pizza Ltd o/a Boston Pizza Spruce Grove,"201 Calahoo Road, Spruce Grove, AB  T7X 1R1",3
Spruce Meadows Ltd,"18011 Spruce Meadows Way Southwest, RR 9, Calgary, AB  T2J 5G5",17
Spruceland Millworks Inc.,"53016 Highway 60, Suite 803, Acheson, AB  T7X 5A7",6
Sprung Instant Structures Ltd,"PO Box 62, Maple Leaf Road, Aldersyde, AB  T0L 0A0",1
Sran Contracting Group Ltd.,"112 Saddlecrest Green Northeast, Calgary, AB  T3J 5N6",2
Sraw Transport Ltd.,"2435 35th Avenue Northwest, Edmonton, AB  T6T 1V9",1
Sree Sai Enterprises Ltd. o/a Mac's Convenience Store,"5123 Kepler Street, Whitecourt, AB  T7S 1X7",3
SRZS Enterprises Inc o/a Vegreville Esso,"PO Box 195, Vegreville, AB  T9C 1R2",1
SS Honey Inc.,"PO Box 765, High Prairie, AB  T0G 1E0",3
SS Samra Enterprises o/a Mac's Convenience Store,"9109 92nd Avenue, Suite 101, Grande Prairie, AB  T8X 0A4",1
SSC Enterprises Ltd. o/a Mohawk High Prairie,"6016 10th Avenue Southwest, Edmonton, AB  T6X 0M3",1
SSG Investment Inc o/a Mucho Burrito,"120 Country Village Circle Northeast, Suite 207, Calgary, AB  T3K 0E4",1
SSJ Inc o/a A&W Restaurant,"4902 50th Avenue, Box 4738, Barrhead, AB  T7N 1A6",1
St John's Institute INC,"11024 82nd Avenue, Edmonton, AB  T6G 0T2",1
St Paul Burger Baron (1997) Ltd o/a Best Bite,"4522 50th Avenue, St. Paul, AB  T0A 3A2",2
St. Regis Group Inc.,"18113 107th Avenue, Edmonton, AB  T5S 1K4",2
Stacpol General Construction Ltd,"89 Somerset Circle Southwest, Calgary, AB  T2Y 3P7",6
Stadium Auto Clinic Ltd. dba Stadium Automotive & Tires,"9129 111th Avenue Northwest, Edmonton, AB  T5B 0C3",1
Stalwart Electric Ltd.,"PO Box 4081, STN Main, Barrhead, AB  T7N 1A1",1
Stampede Casino Limited Partnership o/a Cowboys Casino,"421 12th Avenue Southeast, Calgary, AB  T2G 1A5",1
Standard General Inc. (Calgary),"9660 Enterprise Way Southeast, Calgary, AB  T3S 0A1",4
Standard General Inc. o/a Standard General Inc (Edmonton),"250 Carleton Drive, St. Albert, AB  T8N 6W2",29
Standard Roofing & Exteriors Ltd.,"11413 101st Street, Grande Prairie, AB  T8V 2R8",6
Standard Roofing Company Inc,"9935 29A Avenue, Edmonton, AB  T6N 1A9",1
Standard Scaffold and Insulation Inc,"3704 56th Avenue Northwest, Edmonton, AB  T6B 3R8",26
Standard Tap Public House Ltd.,"505 Main Street, Suite 304, Airdrie, AB  T4B 3K3",1
Stanley Park Investments Ltd o/a Holiday Inn Express,"12025 Lake Fraser Drive Southeast, Calgary, AB  T2J 7G5",1
Stantec Consulting Ltd.,"10160 112th Street, Edmonton, AB  T5K 2L6",3
Star Canada Inc,"57 Kulawy Drive North, Edmonton, AB  T6L 6Y9",1
Star Fleet Inc o/a Royal Duke Hotel,"5 Silvertip Drive, High River, AB  T1V 1Z1",1
Star Liquor & Wine Boutique Ltd.,"2323 32nd Avenue Northeast, Suite 106, Calgary, AB  T2E 6Z3",1
Star Moving Inc.,"1000 Martindale Boulevard Northeast, Calgary, AB  T3J 4Y5",1
Star Truck & Trailer Repair,"906 Jordan Crescent Northeast, Edmonton, AB  T6L 6X5",1
State Flooring Inc.,"184 Keystone Crescent, Suite 308, Leduc, AB  T9E 0S5",5
STE Co.Transport,"5120 154th Avenue Northwest, Edmonton, AB  T5Y 0L5",2
Steele Heights Baptist Church,"5812 149th Avenue, Edmonton, AB  T5A 3A7",1
"Sterling Crane, a Division of Procrane Inc. dba Sterling Crane","PO Box 8610, STN South, Edmonton, AB  T6E 6R2",1
Steve Lux Tile Ltd,"443 New Brighton Place Southeast, Calgary, AB  T2Z 4W5",2
Steven K Lee & Co Ltd o/a Canadian Tire,"169 Ordze Avenue, Sherwood Park, AB  T8B 1M6",2
LRHM,"RR 2, New Norway, AB  T0B 3L0",1
Stewart Tree Farms Ltd,"Box 1799, Cochrane, AB  T4C 1B6",4
Stice Drywall Ltd.,"9615 45th Avenue Northwest, Edmonton, AB  T6E 5Z8",6
Stigter's Greenhouses Ltd,"14 7th Street Northwest, PO Box 1082, Redcliff, AB  T0J 2P0",9
Sto Nino Cantina Ltd o/a Taco Time,"170 Bonnie Doon Shopping Centre, Edmonton, AB  T6C 4E3",2
Stoneridge Stables,"Site 1, Box 41, RR 3, Rocky Mountain House, AB  T4T 2A3",1
Stone's Jewellery Ltd,"225A Bear Street, PO Box 1475, Banff, AB  T1L 1B4",1
Stonetile (Canada) Ltd,"4055 96th Avenue Southeast, Calgary, AB  T2C 4T7",2
Stony Medical Clinic Inc,"15506 Stony Plain Road, Edmonton, AB  T5P 3Z2",2
Stony Plain Domino's Ltd o/a Domino's Pizza,"4300 South Park Drive, Suite 130, Stony Plain, AB  T7Z 2W7",5
Strathcona Tender Loving Care Day Care,"9932 81st Avenue Northwest, Edmonton, AB  T6E 1W6",1
Strathmore & District Agricultural Society,"PO Box 2085, Strathmore, AB  T1P 1K1",2
Strawberry Street Daycare Centre Ltd o/a Strawberry Street Day Care,"45 Kirkwood Way, Edmonton, AB  T6L 6G9",1
"Streamsim Technologies, INC. (CANADA OFFICE)","609 14th Street Northwest, Suite 400, Calgary, AB  T2N 2A1",1
Stronks Feedlot Ltd,"Box 870, Picture Butte, AB  T0K 1V0",1
Structural Shotcrete Ltd.,"4156 64th Avenue Southeast, Suite 1, Calgary, AB  T2C 2B3",4
Sublime Industries Ltd.,"30 Chevigny Street, Suite 5, St. Albert, AB  T8N 5A3",1
Sublime Styles Hair & Esthetics,"133 Glenhill Drive, Cochrane, AB  T4C 1H2",1
Subway Sandwiches,"200 Canyoncrest Point West, Lethbridge, AB  T1K 5P9",3
Success First Enterprise Ltd o/a The Mediterranean Grill,"5011 47th Avenue, Taber, AB  T1G 1R7",1
Sudo Farms Ltd,"492046 Range Road 205, Site 32, Comp 12, RR 8, Lethbridge, AB  T1J 4P4",8
Sukhsagar Enterprises Inc o/a Waves Coffee House,"524 Taralake Way Northeast, Calgary, AB  T3J 0H9",1
Sukiyaki Delight Ltd o/a Thai Express,"5015 111th Street, Southgate Shopping Centre, Suite 909, Edmonton, AB  T6H 4M6",1
Sukiyaki House (Calgary) Ltd,"207 9th Avenue Southwest, Suite 130, Calgary, AB  T2P 1K3",1
Sultan & Co Inc o/a Quiznos Sub,"195 Pantego Close Northwest, Calgary, AB  T3K 5H2",1
Summerland Management Ltd o/a Vito's Steak & Pizza,"4925 50th Avenue, PO Box 1416, Vegreville, AB  T9C 1S8",3
Summit Memorials Ltd,"4435 97th Street Northwest, Edmonton, AB  T6E 6W6",1
Summit Painting & Wood Finishing Ltd,"251205 Welland Way, Calgary, AB  T3R 1L3",1
Summit Pizza Ltd. o/a Boston Pizza Restaurant,"585 St. Albert Trail, Suite 80, St. Albert, AB  T8N 6G5",2
Summit Resort Management Inc o/a Stoneridge Mountain Resort,"30 Lincoln Park, Canmore, AB  T1W 3E9",1
Sumo Sumo Ltd o/a Sumo Sumo Sushi Bar & Grill,"220 Lakeland Drive, Suite 300, Sherwood Park, AB  T8H 0N6",2
Sumwa Trading Co Ltd.,"2710 5th Avenue Northeast, Calgary, AB  T2A 4V4",5
Sun Gro Horticulture Canada Ltd,"52130 Range Road 65, PO Box 189, Seba Beach, AB  T0A 3M0",24
Sun Sun Holding Ltd o/a Contemporary Coachworks South,"2515 107th Avenue Southeast, Calgary, AB  T2Z 4Y9",4
Sun-Bower Foods Ltd. o/a Manchu Wok Chinese Food,"4900 28th Street, Suite 202, Red Deer, AB  T4R 1N9",1
Suncor Energy Services Inc,"150 6th Avenue Southwest, 49th Floor, Calgary, AB  T2P 3E3",5
Sundeep Enterprises Ltd o/a Macs Convenience Store,"926 Hollingsworth Bend Northwest, Edmonton, AB  T6R 3L3",1
Sundeep Furniture Ltd.,"9908 65th Avenue, Edmonton, AB  T6E 0K9",1
Sunder Building Supplies,"4612 6th Street Northeast, Calgary, AB  T2E 3Z7",4
Sunderland Hog Farms Partnership,"Box 160, Paradise Valley, AB  T0B 3R0",1
Sundog Organic Farm,"56032 Range Road 225, Sturgeon County, AB  T0A 1N2",5
Sunrise Bakery Ltd,"14728 119th Avenue, Edmonton, AB  T5L 2P2",3
Sunset Concrete Inc.,"Box 1924, Lot 4, Block 1, Ervik Subdivision, Camrose, AB  T4V 0S0",3
Sunshine Food Inc o/a Pizzaberg,"900 Village Lane, Suite 18, Okotoks, AB  T1S 0J4",1
Sunshine Greenhouses Ltd,"Box 729, Redcliff, AB  T0J 2P0",22
Sunshine Oilsands Ltd.,"903 8th Avenue Southwest, Suite 1020, Calgary, AB  T2P 0P7",1
Sunshine Village Corporation o/a Sunshine Village Ski Resort,"PO Box 1510, Banff, AB  T1L 1J5",4
Sunterra Farms Ltd,"PO Box 266, Acme, AB  T0M 0A0",8
Sunworks Farm (2013) Ltd,"Box 55, Armena, AB  T0B 0G0",2
Super Sam Painting Ltd,"1001 8th Street Northwest, Suite 1404, Airdrie, AB  T4B 0W2",2
Super Slings Inc,"505 11th Avenue, Nisku, AB  T9E 7N5",1
SuperClean Windows Ltd o/a Super Clean Windows,"17940 77th Avenue, Edmonton, AB  T5T 2S2",1
Superior Concrete Services Inc,"9223 172nd Avenue, Edmonton, AB  T5Z 2N3",1
Superior Propane,"840 7th Avenue Southwest, Suite 1400, Calgary, AB  T2P 3G2",1
Supernuc Apiaries Inc,"251032 Township Road 104, PO Box 133, Granum, AB  T0L 1A0",2
Supreme International Limited,"PO Box 6450, Wetaskiwin, AB  T9A 2G2",4
Supreme Pizza & Pasta Ltd,"1079 Knottwood Road East Northwest, Edmonton, AB  T6K 3N5",2
Supreme Windows and Doors (2005) Ltd.,"11530 142nd Street, Edmonton, AB  T5M 1V3",2
Surge Energy Inc,"635 8th Avenue Southwest, Suite 2100, Calgary, AB  T2P 3M3",1
Surinder Gill Insurance & Financial Services,"3369 28A Avenue, Edmonton, AB  T6T 0P9",1
Sushi Boat (Sushi Bune) Inc. o/a Sushi Boat,"151 Hamptons Terrace Northwest, Calgary, AB  T3A 5S3",1
Sushi Haru Ltd o/a Sushi Haru,"400 Main Street Northeast, Suite 109, Airdrie, AB  T4B 2N1",2
Sushi Ichiban (Macleod) Ltd. o/a Sushi Ichiban,"4014 Macleod Trail Southeast, Suite 108, Calgary, AB  T2G 2R7",1
Sushi Ichiban (Westbrook) Group Ltd o/a Sushi Ichiban,"1002 37th Street Southwest, Suite 1004, Calgary, AB  T3H 1C1",2
Sushi Mori Inc,"6219 Centre Street Northwest, Suite 10B, Calgary, AB  T2K 0V2",1
Sushi Nara,"2700 Main Street Southwest, Suite 100, Airdrie, AB  T4B 0N7",1
Sustainable Developments Commercial Services Inc.,"11907 154th Street, Edmonton, AB  T5V 1N5",1
Suzy-cue Sports Lounge,"PO Box 1281, Fox Creek, AB  T0H 1P0",1
Swan Apiaries Ltd,"2 Deibert Close Southwest, High River, AB  T1V 1C2",10
Swanson's Ranch Ltd,"Box 1501, Provost, AB  T0B 3S0",1
Sylvanside Dairy Ltd,"Site 1, Box 24, RR 1, Ponoka, AB  T4J 1R1",1
Synergy Medical Clinic (2011) Inc.,"501 Bethel Drive, Suite 221, Sherwood, AB  T8H 0N2",2
SynOil Energy Services Limited Partnership,"300 5th Avenue Southwest, Suite 2000, Calgary, AB  T2P 3C4",1
Syphay Restaurant Ltd o/a Syphay Restaurant Thai & Lao Cuisine,"9441 Jasper Avenue, Edmonton, AB  T5H 3T8",1
Sysco Calgary A Division of Sysco Canada Inc,"4639 72nd Avenue Southeast, Calgary, AB  T2C 4H7",2
T H Relief Valve & Machining Ltd.,"8839 110A Street, Grande Prairie, AB  T8V 5L5",1
T Series Canada Films Inc,"918 16th Avenue Northwest, Suite 301, Calgary, AB  T2M 0K3",37
T. Muhammed Professional Corp.,"4015 17th Avenue Southeast, Suite 107, Calgary, AB  T2A 0S8",1
Tack Alberta Inc. o/a Quiznos,"4341 Macleod Trail Southwest, Calgary, AB  T2G 0A3",1
Taco Time,"22 Midlake Boulevard Southeast, Suite 900, Calgary, AB  T2X 2X7",1
Tacos Puerto Vallarta,"521 3rd Avenue Northeast, Airdrie, AB  T4B 1R8",1
Tae Hoon Enterprises Ltd. o/a Select AG Foods,"5024 50th Avenue, PO Box 341, Bentley, AB  T0C 0J0",1
Taha Investments Ltd o/a Fas Gas Plus,"219 Centre Street South, PO Box 5087, High River, AB  T1V 1M3",1
Tail Creek Earth Works Ltd,"PO Box 888, Alix, AB  T0C 0B0",1
Taj Mahal Indian Cuisine (2012) Inc. o/a Taj Mahal Restaurant,"4816 Macleod Trail Southwest, Calgary, AB  T2G 0A8",1
Tak International Ltd O/A Tak International,"11507 100th Avenue, Edmonton, AB  T5K 2R2",1
Takla Maintenance Corp,"875 Ryan Place, Edmonton, AB  T6R 2K3",4
TAL Oil Ltd.,"350 7th Avenue Southwest, Suite 2703, Calgary, AB  T2P 3N9",1
Tandoor `N` Flame Restaurant & Sweets Ltd o/a Tandoor `N` Flame Restaurant & Sweets,"4807 50th Avenue, Suite 108, Red Deer, AB  T4N 4A5",3
Tang Dynasty Restaurant,"81 Tuscany Court Northwest, Calgary, AB  T2G 0B6",1
Tap Inc. o/a Panago Pizza,"2305 35th Street South, Lethbridge, AB  T1K 6K6",1
Taqueria El Charrito Corp. o/a Taqueria El Charrito,"1409 1A Street Northwest, Calgary, AB  T2M 2V4",1
Tara Oilfield Services Ltd,"Box 1389, Didsbury, AB  T0M 0W0",2
Target Airspray Ltd,"Box 2336, Strathmore, AB  T1P 1K3",1
Tarpon Construction Management Ltd,"3944 53rd Avenue, Edmonton, AB  T6B 3N7",1
Ta's Family Ventures Ltd. o/a Rainbow Restaurant,"4904 51st Avenue, PO Box 369, Whitecourt, AB  T7S 1N5",1
TAT Maintenance Ltd,"124 Evanston View Northwest, Calgary, AB  T3P 1H3",1
Taylor Development Inc,"55 Lacombe Drive, St. Albert, AB  T8N 4E8",2
TC Restaurants Ltd o/a Villa Caruso Steakhouse & Bar,"640 Cannaught Drive, Box 67, Jasper, AB  T0E 1E0",1
TCS Alberta Inc,"12425 66th Street Northwest, Edmonton, AB  T5B 1K5",11
Team Chiasson Inc. o/a McDonald's,"369 St. Albert Trail, St. Albert, AB  T8N 0R1",11
Tech99 Inc.,"27 Evansborough Way Northwest, Calgary, AB  T3P 0M2",1
Techmation o/a Techmation Electric & Controls Ltd.,"8034 Edgar Industrial Crescent, Red Deer, AB  T4P 3R3",1
Ted C Querijero's Maintenance & Janitorial Corporation o/a Hockey Maids,"244 Erwinwoods Drive Southeast, Calgary, AB  T2B 3B9",1
Tegart Apiaries Honey Farm Ltd,"Box 904, SE1 TWP82 R3 W/6, Fairview, AB  T0H 1L0",11
Teja Investments Ltd o/a Panago Pizza,"500 Country Hill Boulevard, Suite 616, Calgary, AB  T3K 4Y7",1
Tektelic Communications Inc.,"7657 10th Street Northeast, Calgary, AB  T2E 8X2",1
Telealba Inc o/a Bell,"14822 Stony Plain Road, Edmonton, AB  T5N 3S5",1
Telsco Security System Inc,"12750 127th Street, Edmonton, AB  T5L 1A5",1
Temple Hotels Inc - TREIT Holdings 6 Corporation o/a Franklin Suite Hotel,"4 Haineault Street, Fort McMurray, AB  T9H 1R6",2
Ten48 Inc.,"1015 Royal Avenue Southwest, Calgary, AB  T2T 0L8",1
Teriyaki Corner Inc. o/a Teriyaki Corner Japanese Bistro,"6270 199th Street Northwest, Edmonton, AB  T5T 2K4",3
Ter-Pek Gas Store,"1112 117th Street, Edmonton, AB  T6W 1W8",1
Terri Pukanich Professional Corporation o/a Slave Lake Dental,"Box 388, Slave Lake, AB  T0G 2A0",1
Tesco Corporation,"5616 80th Avenue Southeast, Calgary, AB  T2C 4N5",1
"Teunis Lok, Willempje Lok o/a Lok Dairy","RR 1, Falun, AB  T0C 1H0",1
Thai Express,"8882 170th Street, Suite 1564, Edmonton, AB  T5T 4M2",7
Thai Flavours,"8023 174th Street Northwest, Edmonton, AB  T5T 0G5",1
Thai Place Restaurant Ltd o/a Juree's Thai Place Restaurant,"424 Hawthorne Drive Northwest, Calgary, AB  T2K 3M9",1
The Big Greenhouse Ltd,"27117 Highway 16A, Spruce Grove, AB  T7X 3M8",10
The Boondocks Grill Ltd,"5023 53rd Avenue, Box 856, High Prairie, AB  T0G 1E0",1
The Canadian Beef Breeds Council,"6815 8th Street Northeast, Suite 165, Calgary, AB  T2E 7H7",1
The Canadian Brewhouse (Calgary) Ltd o/a The Canadian Brewhouse,"9538 Ellerslie Road, Edmonton, AB  T6X 0K6",5
The Canadian Brewhouse (Downtown) Ltd o/a The Canadian Brewhouse,"9538 Ellerslie Road, Edmonton, AB  T6X 0K6",7
The Canadian Brewhouse (Fort McMurray) Ltd. o/a The Canadian Brewhouse,"9538 Ellerslie Road, Edmonton, AB  T6X 0K6",7
The Canadian Brewhouse (Grande Prairie) Ltd. o/a The Canadian Brewhouse (Grande Prairie),"9538 Ellerslie Road, Edmonton, AB  T6X 0K6",6
The Canadian Brewhouse (Leduc) Ltd o/a The Canadian Brewhouse,"9538 Ellerslie Road, Edmonton, AB  T6X 0K6",4
The Canadian Brewhouse (Lloydminster) Ltd  o/a The Canadian Brewhouse,"9538 Ellerslie Road, Edmonton, AB  T6X 0K6",4
The Canadian Brewhouse (Red Deer) Ltd o/a The Canadian Brewhouse,"9538 Ellerslie Road, Edmonton, AB  T6X 0K6",7
The Canadian Brewhouse (Saskatoon) Ltd.,"9538 Ellerslie Road, Edmonton, AB  T6X 0K6",8
The Car Salon Tire & Auto Centre Ltd.  o/a The Car Salon Tire & Auto Centre,"1725 32nd Avenue Northeast, Suite 122, Calgary, AB  T2E 7C8",2
The Cheese Factory,"8943 82nd Avenue Northwest, Edmonton, AB  T6C 0Z2",1
The Dayhome Connection Inc,"1817 3rd Street Northwest, Calgary, AB  T2M 2Y3",1
The Donegal Irish Pub Ltd,"431 58th Avenue Southeast, Calgary, AB  T2H 0P5",2
The European Sausage & Deli Ltd.,"5108 52nd Street, Suite 3, Red Deer, AB  T4N 6Y4",2
The Fiberglass Shoppe,"1420 12th Street, Box 1239, Coaldale, AB  T1M 1N1",1
The Flooring Source Inc o/a NuFloors,"12627 100th Street, Suite 101, Grande Prairie, AB  T8V 2H4",1
The Foundation Group Inc. o/a Abalon,"631 37th Avenue Northeast, Calgary, AB  T2E 2M1",4
The Full Pint & Plate Co. Ltd o/a Original Joe's Restaurant,"PO Box 92570, Sherwood Park, AB  T8A 3X4",6
The Galleria Enterprise Group Ltd o/a Seoul Korean BBQ Restaurant,"4336 Macleod Trail Southwest, Calgary, AB  T2G 0A4",4
The Gear Centre,"14713 116th Avenue, Edmonton, AB  T5M 3E8",1
The Glass Monkey Gastropub,"5842 111th Street Northwest, Edmonton, AB  T6H 3G1",2
The Great Indian Factory,"10143 Saskatchewan Drive Northwest, Edmonton, AB  T6E 4R5",3
The Green Depot Banff Inc o/a Banff Bottle Depot,"625 Parsons Road Southwest, Suite 125, Edmonton, AB  T6X 0N9",1
The Green Depot Fort McMurray Inc o/a Green Bottle Depot,"625 Parsons Road, Suite 125, Edmonton, AB  T6X 0N9",1
The Greenskeepers Inc.,"22539 Highway 16, Sherwood Park, AB  T8H 0M1",2
The Himalayan Ltd o/a The Himalyan,"3218 17th Avenue Southwest, Calgary, AB  T3E 0B3",1
The Home Cleaning Company Ltd,"105 Village Heights Southwest, Unit 4, Calgary, AB  T3H 2L2",3
The Huge Pizza Corp. o/a Royal Pizza,"12225 118th Avenue, Edmonton, AB  T5L 2J9",1
The Jungle Farm,"28120 Township Road 362, Red Deer County, AB  T4G 0M7",6
The King's University College,"9125 50th Street, Edmonton, AB  T6B 2H3",1
The Landscape Artist Inc,"Site 7, Box 19, RR 1, De Winton, AB  T0L 0X0",1
The Last Temptation Thrift,"229 Bear Street, PO Box 5826, Banff, AB  T1L 1G8",1
The Lloydminster Pet Pad Inc.,"Bay 4, 4010 50th Avenue, Lloydminster, AB  T9V 1B2",1
The Old Spaghetti Factory (Edmonton) Ltd o/a The Old Spaghetti Factory West Edmonton Mal,"8882 170th Street, Suite 1666, Edmonton, AB  T5T 4M2",2
The Palace Banquets,"3223 Parsons Road Northwest, Edmonton, AB  T6N 1B4",1
The Park Kitchen & Bar Ltd,"163 Quarry Park Boulevard Southeast, Suite 1200, Calgary, AB  T2C 5E1",2
The Rain Man Plumbing Ltd o/a The Rain Man Irrigation,"10215 218th Street Northwest, Edmonton, AB  T5S 2C3",1
The Saskatoon Farm,"80181 338th Avenue East, RR 1, Dewinton, AB  T0L 0X0",12
The Seanachie Irish Pub Inc,"431 58th Avenue Southeast, Calgary, AB  T2H 0P5",1
"The Serbian Orthodox Church-School Congregation of Saint Sava, in Edmonton, Alberta, Can","12904 112th Street Northwest, Edmonton, AB  T5E 6J1",3
The Spindle Factory Ltd.,"11319 199th Street, Edmonton, AB  T5S 2C6",1
The Sultan Palace Cafe Ltd.,"12827 161st Avenue Northwest, Edmonton, AB  T6V 1M8",1
The Tooth Doctor,"9939 75th Street, Edmonton, AB  T6A 3Z6",1
The Veneer House Ltd.,"10059 118th Street, Suite 203, Edmonton, AB  T5K 0B9",1
The Wawanesa Mutual Insurance Company,"8657 51st Avenue, Suite 100, Edmonton, AB  T6E 6A8",2
The Whiskey Nightclub Inc o/a National Fine Food Beer and Spirits,"341 10th Avenue Southwest, Calgary, AB  T2R 0A5",1
Thomas Insulation Constructors Inc.,"1115 55th Avenue Northeast, Calgary, AB  T2E 6W1",6
Thomas Mechanic Services Inc,"10404 108th Avenue, Grande Prairie, AB  T8V 1P7",1
Three North Clean Inc,"16 Auburn Glen View, Calgary, AB  T3M 1P3",1
Three Seasons Landscaping Ltd,"53008 Range Road 222, Ardrossan, AB  T8E 2E9",5
Thunderstone Quarries Ltd. Partnership,"101 George Biggy Senior Road, Canmore, AB  T1W 2W4",1
Tiaco Inc o/a Tim Hortons,"1185 49th Avenue Northeast, Calgary, AB  T2T 0T3",3
Ticino Restaurant (1979) Ltd o/a Ticino Swiss-Italian Restaurant,"415 Banff Avenue, PO Box 1536, Banff, AB  T1L 1B5",1
Tiger Calcium Services Inc. o/a Tiger Calcium Services,"603 15th Avenue, Nisku, AB  T9E 7M6",3
Tile By Style Ltd.,"7003 Hunterwood Road Northwest, Calgary, AB  T2K 4J5",1
Tiles & More Ltd o/a Design Flooring Centre,"1335 Trans Canada Way Southeast, Suite 4, Medicine Hat, AB  T1B 1J1",3
Tim & Colleen Sekura dba TCK Farms,"PO Box 156, Rocky Rapids, AB  T0E 1Z0",1
