Province/Territory,Volet,Employeur,Adresse,Profession sous CNP 2011,Postes Approuvés 
Colombie-Britannique,   Bas salaire,Portofino Bakery Ltd,"Victoria, BC V8M 1Z9",6332-Boulangers-pâtissiers,4
Colombie-Britannique,   Bas salaire,PRABU FOODS INC,"Surrey, BC V3W 4E1",6315-Surveillants des services de nettoyage,1
Colombie-Britannique,   Bas salaire,Prado Cafe Ltd.,"Vancouver, BC V5V 4G4",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Precious Steps Academy Ltd,"Richmond, BC V7A 4M3",4214-Éducateurs et aides-éducateurs de la petite enfance,2
Colombie-Britannique,   Bas salaire,Premier Montessori Academy Ltd.,"Richmond, BC V6X 1S1",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Colombie-Britannique,   Bas salaire,Premier Pacific Foods Inc.,"Vancouver, BC V5L 1P3","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",1
Colombie-Britannique,   Bas salaire,Premium Tabom Korean Cuisine Ltd.,"Vancouver, BC V6G 1C2",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Prince International Education Ltd.,"Burnaby, BC V5J 1G1",4216-Autres instructeurs,1
Colombie-Britannique,   Bas salaire,Prostar Painting and Restoration Ltd.,"Burnaby, BC V3N 4A3",7294-Peintres et décorateurs (sauf décorateurs d'intérieur),2
Colombie-Britannique,   Bas salaire,Proud Refrigerators Inc,"Burnaby, BC V5G 4K4",7332-Réparateurs et préposés à l'entretien d'appareils,1
Colombie-Britannique,   Bas salaire,Provence Marinaside Foods Ltd,"Vancouver, BC V6Z 2Y3",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,PUNJE SPICE RESTAURANT LTD.,"White Rock, BC V4B 4A5",6513-Serveurs d'aliments et de boissons,2
Colombie-Britannique,   Bas salaire,Pure Play Child Care Inc.,"Abbotsford, BC V4X 1V1",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Colombie-Britannique,   Bas salaire,Q10 Quickbeauty Enterprise Inc.,"Burnaby, BC V5H 2A9",6341-Coiffeurs et barbiers,1
Colombie-Britannique,   Bas salaire,QE Hospitality Ltd.,"Vancouver, BC V6B 2P1",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,Qearl Cafe Inc.,"Vancouver, BC V7Y 1H4",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Q's Restaurant Ltd,"Golden, BC V0A 1H1",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,   Bas salaire,Quality Foods Ltd.,"Powell River, BC V8A 5P4",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,   Bas salaire,Quality Quick Service Serve Inc.,"Smithers, BC V0J 2N0",6311-Superviseurs des services alimentaires,3
Colombie-Britannique,   Bas salaire,Quality Wholesale Ltd.,"Burnaby, BC V5J 4Z3",6221-Spécialistes des ventes techniques - commerce de gros,1
Colombie-Britannique,   Bas salaire,Quark Consulting Group Ltd.,"Maple Ridge, BC V2X 3K2",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,   Bas salaire,Quark Foods Ltd.,"Richmond, BC V6X 2C9",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,R&C Asian Cuisine Ltd.,"Chilliwack, BC V2R 0M5",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,R.M.S HOLDINGS LTD.,"Merritt, BC V1K 1A3",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,   Bas salaire,R.S.S. Enterprises Ltd.,"COQUITLAM, BC V3B 1C2",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Rachel's Myungpoom Hair Salon,"Vancouver, BC V5Z 4N2",6341-Coiffeurs et barbiers,1
Colombie-Britannique,   Bas salaire,Rahul Glass Ltd,"Surrey, BC V3W 1V9",7611-Aides de soutien des métiers et manoeuvres en construction,1
Colombie-Britannique,   Bas salaire,Raku Rice and Noodle Ltd.,"Vernon, BC V1T 2C3",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,RAVNOOR ENTERPRISES LTD.,"Surrey, BC V3S 8C4",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,   Bas salaire,Raw-Bow Enterprises Ltd.,"North Vancouver, BC V7J 1C4",6316-Surveillants des autres services,1
Colombie-Britannique,   Bas salaire,Reach for the Stars Montessori Learning Academy Inc,"Burnaby, BC V5M 4A5",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Colombie-Britannique,   Bas salaire,Renu Bio Health Ltd.,"Vancouver, BC V5K 4Y3",1241-Adjoints administratifs,1
Colombie-Britannique,   Bas salaire,RFG REGENCY FOOD GROUP INC,"Kelowna, BC V1Y 6N2",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,   Bas salaire,RGP Ventures Inc.,"Surrey, BC V3W 1P6",6311-Superviseurs des services alimentaires,2
Colombie-Britannique,   Bas salaire,Richmond Lube Corp,"Richmond, BC V6X 1B1",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,   Bas salaire,Richmond Society for Community Living,"Richmond, BC V6Y 3Z5",4212-Travailleurs des services sociaux et communautaires,1
Colombie-Britannique,   Bas salaire,Ricky’s All Day Grill,"Nanaimo, BC V9V 1K8",6322-Cuisiniers,4
Colombie-Britannique,   Bas salaire,Rising Star Learning (Commercial) Ltd.,"Vancouver, BC V5N 4C9",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Colombie-Britannique,   Bas salaire,Rising Star Learning (Commercial) Ltd.,"Vancouver, BC V5N 4C9",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Rising Star Learning Ltd,"Burnaby, BC V5C 5T5",4214-Éducateurs et aides-éducateurs de la petite enfance,2
Colombie-Britannique,   Bas salaire,Riverbend First Aid Services Ltd dba,"Fort St John, BC V1J 4J2",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Rizwan Holdings Ltd.,"Burnaby, BC V5E 3N7",1311-Techniciens en comptabilité et teneurs de livres,1
Colombie-Britannique,   Bas salaire,RNC Enterprises Inc.,"Langley, BC V3A 7T1",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,RNC Enterprises Inc.,"Langley, BC V3A 7T1",6321-Chefs,1
Colombie-Britannique,   Bas salaire,RNC Enterprises Inc.,"Langley, BC V3A 7T1",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Rocana Meats Ltd.,"Salmon Arm, BC V1E 3P8","6331-Bouchers, coupeurs de viande et poissonniers - commerce de gros et de détail",2
Colombie-Britannique,   Bas salaire,ROHIT JINDAL PERSONAL REAL ESTATE CORPORATION,"Surrey, BC V3T 1A8",1241-Adjoints administratifs,1
Colombie-Britannique,   Bas salaire,Rokko Sarees and Fabrics Ltd,"surrey, BC V3W 4E8",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,   Bas salaire,Rose Sweets & Tandoori Hut Ltd,"Surrey, BC V3W 3J7",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Roshan's Big Bazaar Ltd.,"Surrey, BC V3T 1H9","6331-Bouchers, coupeurs de viande et poissonniers - commerce de gros et de détail",2
Colombie-Britannique,   Bas salaire,Ross PreK Academics Inc,"Vancouver, BC V5X 4C6",4214-Éducateurs et aides-éducateurs de la petite enfance,2
Colombie-Britannique,   Bas salaire,ROTHSCHILD FAMILY MOTEL LTD.,"Cache Creek, BC V0K 1C0","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
Colombie-Britannique,   Bas salaire,Route 5 Coffee Inc,"Clearwater, BC V0E 1N0",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Royal India Restaurant & Catering,"Abbotsford, BC V2T 3S4",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,Royal Punjab Sweets Ltd,"Surrey, BC V3S 2C1",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Royal Rose Tattoo Inc.,"New Westminster, BC V3M 4J2","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",1
Colombie-Britannique,   Bas salaire,Royal Truck Repair Ltd,"Richmond, BC V6V 1L6",7612-Autres manoeuvres et aides de soutien de métiers,1
Colombie-Britannique,   Bas salaire,Royal West Management Ltd.,"Burnaby, BC V3N 3L3",6525-Réceptionnistes d'hôtel,3
Colombie-Britannique,   Bas salaire,RPS Restaurants Ltd.,"Squamish, BC V8B 0G8",6311-Superviseurs des services alimentaires,2
Colombie-Britannique,   Bas salaire,Ruman Holdings Ltd.,"Surrey, BC V4N 0L3",6311-Superviseurs des services alimentaires,2
Colombie-Britannique,   Bas salaire,S&B Landscaping and Fencing Ltd.,"Abbotsford, BC V2T 6R9","7441-Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial",1
Colombie-Britannique,   Bas salaire,SABHAI THAI RESTAURANT LTD,"VICTORIA, BC V9B 5A4",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Sabri Enterprises Ltd.,"Victoria, BC V8Z 4H3",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Saha Eatery LTD,"Squamish, BC V8B 0B5",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Sairam Ventures Ltd,"Creston, BC V0B 1G0",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Sake Sushi LTD.,"UCLUELET, BC V0R 3A0",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Sakura Childcare Inc.,"Burnaby, BC V5H 4B6",4214-Éducateurs et aides-éducateurs de la petite enfance,2
Colombie-Britannique,   Bas salaire,Sakura Saku Enterprise Ltd.,"Vernon, BC V1T 6V3",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Sal y Limon Mexican Cuisine Surrey Ltd.,"Vancouver, BC V5R 4W7",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Sal y Limon Mexican Cuisine Surrey Ltd.,"Vancouver, BC V5R 4W7",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,Salon de Jubilee Hair Ltd.,"Coquitlam, BC V3B 0J5",6341-Coiffeurs et barbiers,1
Colombie-Britannique,   Bas salaire,Salon JK Hair Ltd.,"VANCOUVER, BC V6E 1V8","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",1
Colombie-Britannique,   Bas salaire,Salon JK Hair Ltd.,"VANCOUVER, BC V6E 1V8",6341-Coiffeurs et barbiers,1
Colombie-Britannique,   Bas salaire,Sam Jin Enterprises Ltd,"Coquitlam, BC V3K 3T4",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,   Bas salaire,Samee's Ventures Ltd,"Victoria, BC V8R 6R3",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Sandman Media Inc.,"Vancouver, BC V6E 4G1",1241-Adjoints administratifs,1
Colombie-Britannique,   Bas salaire,Sandong Restaurant Ltd.,"COQUITLAM, BC V3K 3V8",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,   Bas salaire,SANOOR INVESTMENTS LTD DELBROO TIVOLI'S TOO RESTAURANT,"burnaby, BC V5C 3Y6",6525-Réceptionnistes d'hôtel,1
Colombie-Britannique,   Bas salaire,SAPPHIRE RESTAURANTS INC.,"CHILLIWACK, BC V2R 0R5",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,Saras Enterprises LTD.,"Burnaby, BC V5G 2J1",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Colombie-Britannique,   Bas salaire,Sardis Bottle Depot Ltd.,"Chilliwack, BC V2R 3N5",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,   Bas salaire,sarvin enterprises ltd,"blue river, po box 25, BC V0E 1J0",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Sasha & Julien Hair Salon,"Vancouver, BC V6M 3W5",6341-Coiffeurs et barbiers,2
Colombie-Britannique,   Bas salaire,Save on Mechanics Auto Repair Ltd,"North Vancouver, BC V7L 1A1","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
Colombie-Britannique,   Bas salaire,Sciue Pendulum Holdings Inc.,"Vancouver, BC V6C 3E8",6321-Chefs,1
Colombie-Britannique,   Bas salaire,Sciue' Yaletown Holdings Inc.,"Vancouver, BC V6Z 2V4",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,SCOOP LAKE OUTFITTERS (1997) LTD,"Kelowna, BC V1P 1A3",6532-Guides d'activités récréatives et sportives de plein air,1
Colombie-Britannique,   Bas salaire,Seabest Holdings Ltd. (dba Subway),"Sidney, BC V8L 4W6",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,SEACASTLE ENTERPRISES INC,"Victoria, BC V9B 1H9",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Seacrest Enterprises Ltd,"Powell River, BC V8A 3B2",6311-Superviseurs des services alimentaires,4
Colombie-Britannique,   Bas salaire,Season Makers Heating & Cooling Ltd,"surrey, BC V3V 5P8",7612-Autres manoeuvres et aides de soutien de métiers,2
Colombie-Britannique,   Bas salaire,Sejin 1975 Enterprises Ltd.,"West Vancouver, BC V7T 2W4",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Sen Zushi (2004) Inc,"Victoria, BC V8V 3K2",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,Seoin Enterprises Ltd,"Vancouver, BC V5R 5L6",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Seto Sushi Food Inc.,"Nanaimo, BC V9T 5K7",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,SGM Fashions & Fabric Ltd.,"Abbotsford, BC V2T 1S3","6342-Tailleurs, couturiers, fourreurs et modistes",1
Colombie-Britannique,   Bas salaire,Shaan's Hair Studio Ltd,"Abbotsford, BC V2T 1T3",6341-Coiffeurs et barbiers,1
Colombie-Britannique,   Bas salaire,Shan Holdings Inc.,"Merritt, BC V1K 1C4",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,   Bas salaire,Shig's Enterprises Limitd,"Vancouver, BC V5L 3J8",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,SHIKI SUSHI LTD,"VICTORIA, BC V8W 2H7",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Shinobi Sushi,"Maple Ridge, BC V2X 6B1",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,   Bas salaire,Shio Japanese Kitchen Ltd.,"Coquitlam, BC V3B 0C6",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Shri Durga Bhamashwari Mandir Society,"Surrey, BC V3W 0R6",4217-Autre personnel relié à la religion,1
Colombie-Britannique,   Bas salaire,Shun Minato Sushi Ltd.,"Powell River, BC V8A 3B7",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,Shun Minato Sushi Ltd.,"Powell River, BC V8A 3B7","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
Colombie-Britannique,   Bas salaire,Sigma Cabinets Inc,"Surrey, BC V3W 1V9",7272-Ébénistes,1
Colombie-Britannique,   Bas salaire,Simply Fun Childcare Centers Inc.,"Victoria, BC V8T 3V7",4214-Éducateurs et aides-éducateurs de la petite enfance,2
Colombie-Britannique,   Bas salaire,SIN SUNG FOOD SERVICES LTD,"North Vancouver, BC V7R 2N7",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,SJK Food Ltd.,"Surrey, BC V3R 1V9",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,   Bas salaire,SJP Enterprises Ltd.,"Burnaby, BC V3N 3M6","6331-Bouchers, coupeurs de viande et poissonniers - commerce de gros et de détail",2
Colombie-Britannique,   Bas salaire,"Skyway Brands Ventures, INC.","richmond, BC V7B 1Y7",0631-Directeurs de la restauration et des services alimentaires,1
Colombie-Britannique,   Bas salaire,"Skyway Brands Ventures, INC.","richmond, BC V7B 1Y7",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,SMAK FOOD INC,"Vancouver, BC V6E 2P4",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Snackshot Enterprise Ltd.,"Vancouver, BC V6P 4Z2",6332-Boulangers-pâtissiers,1
Colombie-Britannique,   Bas salaire,"So, Shin Inc.","Comox, BC V9M 1P8",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,Society of Richmond Children's Centres,"Richmond, BC V6Y 4G2",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Colombie-Britannique,   Bas salaire,Sol Lee Family Kimchi Inc.,"COQUITLAM, BC V3K 3V8",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Solaris Dental Design Inc.,"Coquitlam, BC V3K 6V2",1221-Agents d'administration,1
Colombie-Britannique,   Bas salaire,SolidGround Holdings Ltd,"Abbotsford, BC V4X 2P3",6311-Superviseurs des services alimentaires,2
Colombie-Britannique,   Bas salaire,Solodko Ukrainian Bakery Inc,"New Westminster, BC V3L 3B3",6332-Boulangers-pâtissiers,1
Colombie-Britannique,   Bas salaire,Soly’s Pizza,"Vancouver, BC V5L 3X8",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Sona Chandi Jewellers & Gifts Ltd,"surrey, BC V3W 4G3","6344-Bijoutiers, réparateurs de bijoux, horlogers-rhabilleurs et personnel assimilé",1
Colombie-Britannique,   Bas salaire,Sonu Hair Cut Ltd.,"Delta, BC V4C 6R8",6341-Coiffeurs et barbiers,2
Colombie-Britannique,   Bas salaire,SOO Management Inc.,"Vancouver, BC V5L 4R7",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Sousa Holdings Ltd,"Langley, BC V2Y 3E8",6211-Superviseurs des ventes - commerce de détail,2
Colombie-Britannique,   Bas salaire,South China Seas Trading Co. Ltd.,"Vancouver, BC V5P 2S7",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,   Bas salaire,South Granville Seniors Friendship Centre Society,"Vancouver, BC V6H 1M8",1241-Adjoints administratifs,1
Colombie-Britannique,   Bas salaire,Sparkling Hill Wellness Hotel Ltd.,"Vernon, BC V1H 2K7",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,Sparta Holdings Ltd,"Nanaimo, BC V9R 3A7",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Spokes Rentals & Espresso bar inc,"Vancouver, BC V6G 2V7",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,   Bas salaire,Squamish sushi inc,"Squamish, BC V8B 0G2",6322-Cuisiniers,2
Colombie-Britannique,   Bas salaire,Stage 49 Ltd.,"BURNABY, BC V5A 2X2","6742-Autre personnel de soutien en service, n.c.a.",1
Colombie-Britannique,   Bas salaire,STANDING EGG COFFEE LTD.,"Burnaby, BC V3N 4R7",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Star Chef K Inc.,"Delta, BC V4E 3G3",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Start Smart Childcare Centre Inc,"Maple Ridge, BC V2X 3J9",4214-Éducateurs et aides-éducateurs de la petite enfance,2
Colombie-Britannique,   Bas salaire,STATION HOUSE BAR AND GRILL DTR VENTURES LTD,"Abbotsford, BC V2T 6Y5",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Steveston Marine Services (1992) Ltd,"Richmond, BC V7E 3M2",1241-Adjoints administratifs,1
Colombie-Britannique,   Bas salaire,Stoney's Kitchen Ltd.,"Whistler, BC V8E 1G9",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,STRUB SPORTS DESIGN INC.,"Vancouver, BC V6H 3S4",6211-Superviseurs des ventes - commerce de détail,1
Colombie-Britannique,   Bas salaire,Suda Restaurant & Cafe Ltd.,"Vernon, BC V1T 2E3",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Sukh Hair and Beauty Salon Ltd,"Surrey, BC V3W 4E1",6341-Coiffeurs et barbiers,2
Colombie-Britannique,   Bas salaire,Sulbing Cafe North Road Ltd.,"Burnaby, BC V3N 4R7",6332-Boulangers-pâtissiers,1
Colombie-Britannique,   Bas salaire,Sultan Sweet Shop and Restaurant Ltd,"Vancouver, BC V5X 3T5",6322-Cuisiniers,1
Colombie-Britannique,   Bas salaire,Sun City Investments Ltd,"Kelowna, BC V1Y 1W3",6311-Superviseurs des services alimentaires,1
Colombie-Britannique,   Bas salaire,Sunco Foods Inc.,"Burnaby, BC V5J 0E3","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",2
Colombie-Britannique,   Bas salaire,Sunflower Daycare Centre Inc.,"burnaby, BC V5A 3B2",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Colombie-Britannique,   Bas salaire,Sunkyung Consulting Ltd.,"Vancouver, BC V6B 3K6",1241-Adjoints administratifs,1
Colombie-Britannique,   Bas salaire,Sunrise Kitchens Ltd.,"Surrey, BC V3W 5V8",7272-Ébénistes,1
Colombie-Britannique,   Bas salaire,Sunshine Children's Centre,"Surrey, BC V3T 2G2",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Colombie-Britannique,   Bas salaire,Sunshine Valley Recreation Inc.,"Manning Park, BC V0X 1R0","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",2
