Province/Territory,"Program Stream","Employer ",Address,Occupation,"Approved Positions"
"British Columbia","   Low Wage","TED & REYNA ENTERPRISES LTD","Harrison Hot Springs, BC V0M 1K0",6322-Cooks,1
"British Columbia","   Low Wage","TENEN GOURMET SOLUTIONS LTD.","BURNABY, BC V5J 4J8",6322-Cooks,1
"British Columbia","   Low Wage","Thai AwayHome Restaurant Limited","Vancouver, BC V5Z 2W6",6322-Cooks,1
"British Columbia","   Low Wage","Thai Smile Cuisine Ltd","Qualicum Beach, BC V9K 1Y3",6322-Cooks,1
"British Columbia","   Low Wage","THAKKAR HOSPITALITY BC-LM INC.","Vancover, BC V6E 1C2","6311-Food service supervisors",2
"British Columbia","   Low Wage","The Acorn Restaurant Ltd.","Vancouver, BC V5V 3P3",6322-Cooks,1
"British Columbia","   Low Wage","The Boss and Restaurant Ltd","Burnaby, BC V5H 4J2",6322-Cooks,1
"British Columbia","   Low Wage","The Canadian Brew House (Abbotsford) Ltd.","Abbotsford, BC V2T 0C5",6322-Cooks,3
"British Columbia","   Low Wage","The Canadian Brew House (Kelowna) Ltd.","Kelowna, BC V1Y 0C4",6322-Cooks,3
"British Columbia","   Low Wage","The Drive Smoke Shop Ltd.","Vancouver, BC V5N 4A9","6211-Retail sales supervisors",1
"British Columbia","   Low Wage","The Experts Barbers and Grooming Services for Men Ltd","Fort St. John, BC V1J 5Z2","6341-Hairstylists and barbers",2
"British Columbia","   Low Wage","The Great Glass Elevator Candy Shop Limited","Whistler, BC V8E 1A5","6211-Retail sales supervisors",1
"British Columbia","   Low Wage","The Kitchen & Commons Restaurant Ltd","Victoria, BC V8W 1A4",6322-Cooks,1
"British Columbia","   Low Wage","The Mexican Corner Restaurant Inc.","Whistler, BC V8E 1G5",6321-Chefs,1
"British Columbia","   Low Wage","The Parks and People Holdings Ltd.","Richmond, BC V6X 1C3",6322-Cooks,6
"British Columbia","   Low Wage","THE PIZZA CASTLE RESTAURANT LTD.","VANCOUVER, BC V5L 3X2",6322-Cooks,1
"British Columbia","   Low Wage","The Range Sports Grill LTD","Golden, BC V0A 1H1",6322-Cooks,1
"British Columbia","   Low Wage","The Urban Settler Antique Company Ltd.","Fernie, BC V0B 1M0","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
"British Columbia","   Low Wage","The Wickaninnish Inn Ltd.","Tofino, BC V0R 2Z0",6512-Bartenders,1
"British Columbia","   Low Wage","The Wickaninnish Inn Ltd.","Tofino, BC V0R 2Z0","6741-Dry cleaning, laundry and related occupations",2
"British Columbia","   Low Wage","Thremco West Ltd.","Surrey, BC V3R 1W2",6322-Cooks,1
"British Columbia","   Low Wage","THT Logistics LTD","Surrey, BC V3W 1E6","1241-Administrative assistants",1
"British Columbia","   Low Wage","TICKNOR RESTAURANTS LTD.","Mission, BC V2V 1A7",6322-Cooks,1
"British Columbia","   Low Wage","Tigh-Na-Mara Resorts Ltd.","PARKSVILLE, BC V9P 2E3",6322-Cooks,1
"British Columbia","   Low Wage","TIGI Enterprises Corp","Victoria, BC V8W 3M9","6311-Food service supervisors",1
"British Columbia","   Low Wage","Tims Kamloops Coffee Shop Inc c/o Tim Hortons","Kamloops, BC V2C 3Z7","6311-Food service supervisors",12
"British Columbia","   Low Wage","Tm Building Maintenance Ltd","Surrey, BC V3W 4E8","6731-Light duty cleaners",3
"British Columbia","   Low Wage","Tochnit Av Enterprise Ltd","Burnaby, BC V5H 3M3","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
"British Columbia","   Low Wage","Todak Todak Restaurant Ltd.","Vancouver, BC V5R 5L7","6311-Food service supervisors",1
"British Columbia","   Low Wage","Tokyo John Enterprises Ltd.","Vancouver, BC V5Z 2W6","6311-Food service supervisors",1
"British Columbia","   Low Wage","Tokyo Maze Lougheed Ltd.","Coquitlam, BC V3J 1N7","6311-Food service supervisors",1
"British Columbia","   Low Wage","Tomahawk Pizza Ltd","Victoria, BC V8T 5E4","6311-Food service supervisors",2
"British Columbia","   Low Wage","Tomoya Enterprises Ltd.","Gibsons, BC V0N 1V7",6322-Cooks,2
"British Columbia","   Low Wage","TONTON RESTAURANT LTD.","Vancouver, BC V5Z 2X8","6311-Food service supervisors",1
"British Columbia","   Low Wage","TONTON RESTAURANT LTD.","Vancouver, BC V5Z 2X8",6322-Cooks,1
"British Columbia","   Low Wage","Torquay Sandwiches Ltd","Victoria, BC V8N 5Y1","6311-Food service supervisors",1
"British Columbia","   Low Wage","Trans Peace Financial Corporation","Fort St. John, BC V1J 2B3","6311-Food service supervisors",1
"British Columbia","   Low Wage","Trans Peace Financial Corporation","Fort St. John, BC V1J 2B3",6322-Cooks,1
"British Columbia","   Low Wage","Tricanna Industries Inc.","Abbotsford, BC V4X 2G9","9617-Labourers in food, beverage and associated products processing",3
"British Columbia","   Low Wage","True Grain Bread Ltd","Cowichan Bay, BC V0R 1N0",6332-Bakers,1
"British Columbia","   Low Wage","Tsawwassen Pizza Company Ltd","Tsawwassen, BC V4M 0B3",6322-Cooks,1
"British Columbia","   Low Wage","TUBBY'S RV PARK & CAR WASH INC.","Surrey, BC V4A 4N6",6322-Cooks,2
"British Columbia","   Low Wage","Tufor Holdings Ltd","SURREY, BC V3S 9S4",6322-Cooks,1
"British Columbia","   Low Wage","Tufor Holdings Ltd","SURREY, BC V3S 9S4",6512-Bartenders,1
"British Columbia","   Low Wage","Two Parrots Restaurants Ltd","Vancouver, BC V6Z 1M4","6311-Food service supervisors",1
"British Columbia","   Low Wage","TYRW Dining Ltd.","Burnaby, BC V5H 4J5",6322-Cooks,2
"British Columbia","   Low Wage","Under The Umbrella Daycare","Victoria, BC V9B 4H4","4214-Early childhood educators and assistants",1
"British Columbia","   Low Wage","Universal Pallets Mfg. Ltd.","Delta, BC V3M 5P2","9533-Other wood products assemblers and inspectors",2
"British Columbia","   Low Wage","Uzjen holdings LTD.","Kelowna, BC V1Y 3H3","6311-Food service supervisors",3
"British Columbia","   Low Wage","Vagaira Siding Ltd.","Surrey, BC V4N 6T6","7611-Construction trades helpers and labourers",1
"British Columbia","   Low Wage","Valuce Hospitality's Ltd.","Vancouver, BC V6G 2L7",6321-Chefs,1
"British Columbia","   Low Wage","Valuce Hospitality's Ltd.","Vancouver, BC V6G 2L7",6322-Cooks,2
"British Columbia","   Low Wage","Van Gogh Designs Furniture Ltd.","Surrey, BC V3Z 1A7","9446-Industrial sewing machine operators",1
"British Columbia","   Low Wage","Van Gogh Designs Furniture Ltd.","Surrey, BC V3Z 1A7","9532-Furniture and fixture assemblers and inspectors",1
"British Columbia","   Low Wage","Van Gogh Designs Furniture Ltd.","Surrey, BC V3Z 1A7","9534-Furniture finishers and refinishers",1
"British Columbia","   Low Wage","Van Gogh Designs Furniture Ltd.","Surrey, BC V3Z 1A7","9619-Other labourers in processing, manufacturing and utilities",1
"British Columbia","   Low Wage","VAN PRO SOLUTIONS LTD","Burnaby, BC V5H 4E3","7611-Construction trades helpers and labourers",2
"British Columbia","   Low Wage","Vanilla Leaf Bakery Cafe Ltd.","Pender Island, BC V0N 2M0",6322-Cooks,1
"British Columbia","   Low Wage","Vanko Sushi Ltd.","Vancouver, BC V5X 3T3",6322-Cooks,1
"British Columbia","   Low Wage","VEGAS ENTERPRISES INC","Vancouver, BC V5T 1M6","6311-Food service supervisors",1
"British Columbia","   Low Wage","Velocity Plumbing & Heating Ltd.","Revelstoke, BC V0E 2S0","7611-Construction trades helpers and labourers",1
"British Columbia","   Low Wage","VENCO PRODUCTS LTD.","DELTA, BC V4G 1A5","9615-Labourers in rubber and plastic products manufacturing",1
"British Columbia","   Low Wage","VERA'S BURGER SHACK 7 LIMITED PARTNERSHIP","Vancouver, BC V6J 1C8",6322-Cooks,1
"British Columbia","   Low Wage","Vesta Cucine Inc.","Richmond, BC V6X 1X6",7272-Cabinetmakers,2
"British Columbia","   Low Wage","Victoria Mexican Food  Ltd","Victoria, BC V8W 1H2",6322-Cooks,1
"British Columbia","   Low Wage","Vienny Nails and Spa Inc.","Maple Ridge, BC V2X 2V5","6562-Estheticians, electrologists and related occupations",1
"British Columbia","   Low Wage","Viocity Management Inc.","Surrey, BC V4A 2J2","1241-Administrative assistants",1
"British Columbia","   Low Wage","Vision Vending Ltd.","Coquitlam, BC V3K 6R2","1241-Administrative assistants",1
"British Columbia","   Low Wage","Wah Lai Yuen (2006) Enterprises","Victoria, BC V8W 1R4",6322-Cooks,1
"British Columbia","   Low Wage","Waheguru Enterprises LTD.","Port Coquitlam, BC V3C 1T6",6322-Cooks,1
"British Columbia","   Low Wage","Waitco Holdings Ltd","Langford, BC V9B 0X7","6311-Food service supervisors",6
"British Columbia","   Low Wage","Waitco Holdings Ltd","Langford, BC V9B 0X7",6322-Cooks,4
"British Columbia","   Low Wage","Watch Me Grow Child Care Centre LTD.","Coquitlam, BC V3E 1C5","4214-Early childhood educators and assistants",1
"British Columbia","   Low Wage","Water Hospitality Inc.","Vancouver, BC V6B 1B6",6322-Cooks,1
"British Columbia","   Low Wage","West British Gardening & Landscaping Ltd.","North Vancouver, BC V7M 3A1","2225-Landscape and horticulture technicians and specialists",2
"British Columbia","   Low Wage","Western Human Resource Corp","Kelowna, BC V1Y 8T8","4212-Social and community service workers",1
"British Columbia","   Low Wage","Wet Coast Mobile Food Services Limited","Vancouver, BC V5L 1S5",6322-Cooks,1
"British Columbia","   Low Wage","WGP-210 Holdings Ltd","kelowna, BC V1X 7G5","6311-Food service supervisors",1
"British Columbia","   Low Wage","WHATCOM SANDWICHES LTD DBA Subway","ABBOTSFORD, BC V3G 2K8","6311-Food service supervisors",1
"British Columbia","   Low Wage","Whistler Tacos La Cantina Inc.","Whistler, BC V8E 1A5",6322-Cooks,4
"British Columbia","   Low Wage","White Ladder Painting Ltd.","Fernie, BC V0B 1M1","7294-Painters and decorators (except interior decorators)",1
"British Columbia","   Low Wage","White Rock Bistro Ltd","Langley, BC V3A 4G4",6322-Cooks,1
"British Columbia","   Low Wage","Windmill Children's House Ltd.","Richmond, BC V6Y 1T6","4214-Early childhood educators and assistants",1
"British Columbia","   Low Wage","WMK ENTERPRISES LTD.","SURREY, BC V4N 3G6",6322-Cooks,1
"British Columbia","   Low Wage","Won 71 Enterprises Ltd.","Gibsons, BC V0N 1V8","6311-Food service supervisors",1
"British Columbia","   Low Wage","Woojoo Holdings Inc","Valemount, BC V0E 2Z0","6312-Executive housekeepers",1
"British Columbia","   Low Wage","Xingfutang Drink Canada Franchise Inc","Vancouver, BC V5Z 2W8","6311-Food service supervisors",1
"British Columbia","   Low Wage","Y & J Trading Ltd.","Penticton, BC V2A 1J7",6322-Cooks,1
"British Columbia","   Low Wage","YEONHO FOODS CORPORATION","Campbell River, BC V9W 4E3",6322-Cooks,2
"British Columbia","   Low Wage","Yori Restaurant Ltd","Vancouver, BC V6B 4N6",6322-Cooks,1
"British Columbia","   Low Wage","YOU AND SHIN ENTERPRISE LTD","LANGLEY, BC V2Y 1S7",6322-Cooks,1
"British Columbia","   Low Wage","Young Guns Container Crew Corp","Surrey, BC V3T 4H4","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",7
"British Columbia","   Low Wage","YOUNG SUSHI LTD.","ABBOTSFORD, BC V2S 2C7",6322-Cooks,1
"British Columbia","   Low Wage","Yummy Foods Holdings Inc","Terrace, BC V8G 1R1",6321-Chefs,2
"British Columbia","   Low Wage","Z&R Enterprises Ltd","Surrey, BC V3W 2M6",6322-Cooks,1
"British Columbia","   Low Wage","Zaatar W Zeit FOODS CANADA INC.","Vancouver, BC V6C 1X6","6311-Food service supervisors",1
"British Columbia","   Low Wage","Zaika Tastes of India Ltd","Abbotsford, BC V2S 2B7","6311-Food service supervisors",1
"British Columbia","   Low Wage","Zazou Salon and Spa Ltd.","North Vancouver, BC V7J 2P2","6341-Hairstylists and barbers",1
"British Columbia","   Low Wage","ZHANG'S FAMILY HOLDING INC.","Burnaby, BC V5H 2E5",6321-Chefs,1
"British Columbia","   Low Wage","Zip-Bob Food Services Inc.","Coquitlam, BC V3K 4X8",6322-Cooks,1
"British Columbia","  Primary Agriculture","0729928 BC LTD","Oliver, BC V0H 1T1","8431-General farm workers",2
"British Columbia","  Primary Agriculture","0831517 B.C. Ltd. dba Moraine Estate Winery","PENTICTON, BC V2A 8V1","8431-General farm workers",1
"British Columbia","  Primary Agriculture","0914942 BC Ltd","Surrey, BC V3S 0L5","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
"British Columbia","  Primary Agriculture","0960308 B.C Ltd.","Keremeos, BC V0X 1N5","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
"British Columbia","  Primary Agriculture","0960308 B.C Ltd.","Keremeos, BC V0X 1N5","8431-General farm workers",9
"British Columbia","  Primary Agriculture","1014976 B.C. LTD","SURREY, BC V3W  0K","8431-General farm workers",4
"British Columbia","  Primary Agriculture","1067084 BC Ltd","West Kelowna, BC V1Z 1N9","8431-General farm workers",3
"British Columbia","  Primary Agriculture","1078268 BC. Ltd.","Surrey, BC V3S 0L2","8431-General farm workers",2
"British Columbia","  Primary Agriculture","1097181 BC Ltd","Chilliwack, BC V2R 4J2","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
"British Columbia","  Primary Agriculture","1200614 B.C. Ltd.","Surrey, BC V4N 6G6","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
"British Columbia","  Primary Agriculture","1200614 B.C. Ltd.","Surrey, BC V4N 6G6","8431-General farm workers",10
"British Columbia","  Primary Agriculture","1236586 B.C. Ltd.","Langley, BC V1M 3N8","8431-General farm workers",6
"British Columbia","  Primary Agriculture","1261006 B.C. LTD.","Abbotsford, BC V4X 1L9","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
"British Columbia","  Primary Agriculture","1261006 B.C. LTD.","Abbotsford, BC V4X 1L9","8431-General farm workers",18
"British Columbia","  Primary Agriculture","1279064 B.C. LTD.","Kelowna, BC V1V 2G3","8431-General farm workers",4
"British Columbia","  Primary Agriculture","16th Avenue Farms Ltd.","Langley, BC V2Z  1W","8431-General farm workers",10
"British Columbia","  Primary Agriculture","657865 BC Ltd","Abbotsford, BC V2S 1G7","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
"British Columbia","  Primary Agriculture","690128 BC Ltd","Abbotsford, BC V4X 1N3","8431-General farm workers",5
"British Columbia","  Primary Agriculture","A & M Toor Farm Ltd.","Abbotsford, BC V2T 5X7","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
"British Columbia","  Primary Agriculture","A & M Toor Farm Ltd.","Abbotsford, BC V2T 5X7","8431-General farm workers",9
"British Columbia","  Primary Agriculture","A&M Orchards Ltd.","Keremeos, BC V0X 1N0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",4
"British Columbia","  Primary Agriculture","ABBYVIEW DAIRIES LTD.","Chilliwack, BC V2P 6H4","8431-General farm workers",1
"British Columbia","  Primary Agriculture","Acme Farms","Delta, BC V4G 1K2","8432-Nursery and greenhouse workers",9
"British Columbia","  Primary Agriculture","All Seasons Vegetable & Berry Farms Ltd","Quesnel, BC V3W 4G2","8431-General farm workers",37
"British Columbia","  Primary Agriculture","amar orchards ltd.","lake country, BC V4V 1L1","8611-Harvesting labourers",20
"British Columbia","  Primary Agriculture","Applebarn Pumpkin Farm Ltd.","Abbotsford, BC V2T 5Y1","8431-General farm workers",6
"British Columbia","  Primary Agriculture","Arbutus Grove Nursery Ltd","North Saanich, BC V8L 5T5","8432-Nursery and greenhouse workers",4
"British Columbia","  Primary Agriculture","Arendsdale Dairy Farms Ltd","Abbotsford, BC V3G 1Z7","8431-General farm workers",2
"British Columbia","  Primary Agriculture","Argovia Dairy Ltd.","Abbotsford, BC V3G 2J7","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
"British Columbia","  Primary Agriculture","Argovia Dairy Ltd.","Abbotsford, BC V3G 2J7","8431-General farm workers",2
"British Columbia","  Primary Agriculture","B & B BRADNER FARMS LTD","ABBOTSFORD, BC V4X 1E1","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
"British Columbia","  Primary Agriculture","Baarsview Farm Inc.","Deroche, BC V0M 1G0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
"British Columbia","  Primary Agriculture","Bagry Bros. Orchards Ltd.","Vernon, BC V1T 8H1","8431-General farm workers",6
"British Columbia","  Primary Agriculture","Bains Berry Farms Ltd.","Surrey, BC V3Z 1E4","8431-General farm workers",7
"British Columbia","  Primary Agriculture","Bakerview Greenhouses Incorporated","Abbotsford, BC V2S 8R1","8431-General farm workers",2
"British Columbia","  Primary Agriculture","Berry Haven Farm Ltd.","Abbotsford, BC V4X 2L4","8431-General farm workers",3
"British Columbia","  Primary Agriculture","Better Bud Botanicals Ltd.","Coldstream, BC V1B 1C9","8432-Nursery and greenhouse workers",9
"British Columbia","  Primary Agriculture","Biln Farms Ltd.","Pitt Meadows, BC V3Y 1Z1","8431-General farm workers",6
"British Columbia","  Primary Agriculture","BKS ENTERPRISES LTD","VANCOUVER, BC V5X 1L8","8431-General farm workers",2
"British Columbia","  Primary Agriculture","BLOSSOM RIVER ORGANICS LTD.","CAWSTON, BC V0X 1C2","8431-General farm workers",6
"British Columbia","  Primary Agriculture","BLUE BERRY GNL FARM LTD.","SURREY, BC V3Z 1B7","8431-General farm workers",3
"British Columbia","  Primary Agriculture","Blue House Organics Inc.","Pemberton, BC V0N 2L2","8431-General farm workers",10
"British Columbia","  Primary Agriculture","Blueridge Acres Ltd","LANGLEY, BC V2Z 2H4","8431-General farm workers",2
"British Columbia","  Primary Agriculture","Bordercreek Farms Ltd.","Aldergrove, BC V4W 2H6","8431-General farm workers",2
"British Columbia","  Primary Agriculture","Bradner Farms 2015 LTD","Abbotsford, BC V4X 2E8","8431-General farm workers",3
"British Columbia","  Primary Agriculture","Bradner Mushroom Farm Ltd","ABBOTSFORD, BC V4X 1P5","8611-Harvesting labourers",20
"British Columbia","  Primary Agriculture","Brar Brothers Enterprises Ltd","Abbotsford, BC V4X 1Y1","8431-General farm workers",5
"British Columbia","  Primary Agriculture","BRAR BROTHERS HOLDINGS LTD.","KELOWNA, BC V1W 4H3","8431-General farm workers",6
