Terre-Neuve-et-Labrador,, 
CoSA VFX Vancouver Inc.,"333, avenue Terminal, bureau 708, Vancouver (BC)  V6A 4C1",8
Country Productions Inc o/a Country Girl,"20, avenue Brooksbank, 2e étage, North Vancouver (BC)  V7J 2B8",2
Country Road Productions Ltd.,"1950, rue Franklin, Vancouver (BC)  V5L 1R2",2
Countryside Pet Clinic Inc o/a Countryside Pet Hospital,"4804 West Saanich Road, bureau 1, Victoria (BC)  V8Z 3H5",1
Court Productions Inc o/a Game of Love aka Family Court,"2412, rue Columbia, Vancouver (BC)  V5Y 3E6",1
Craiglea Holsteins Ltd.,"642 Enderby-Grindrod Road, Enderby (BC)  V0E 1V4",2
Cranwest Farms Limited Partnership,"6770 72nd Street, Delta (BC)  V4G 1M2",23
Crash Pad Production Ltd,"2939, avenue Bainbridge, Burnaby (BC)  V5A 2S9",6
Createabundance International Institute Inc. o/a Salt Springs Spa Resort,"3779 Sexsmith Road, bureau 1233, Richmond (BC)  V6X 3Z9",1
Creekside Hothouse Ltd,"17830 16th Avenue, Surrey (BC)  V3S 9V2",32
Creo Stone Inc.,"3153 Thunderbird Crescent, Burnaby (BC)  V5A 3G1",1
"Crescent Plumbing, Heating & Drainage Ltd.","9655 Salal Place, Surrey (BC)  V3T 5A8",1
Creston Valley Cherry Growers,"CP 1, Canyon (BC)  V0B 1C0",4
Cropthorne Farm Ltd,"4362 Tamboline Road, Delta (BC)  V4K 3N2",3
Crossworks Manufacturing Ltd,"1066, rue Hastings Ouest, bureau 2160, Vancouver (BC)  V6E 3X1",1
Crown Ventures Ltd. dba Frontier Dental Laboratories,"999 Canada Place, bureau 750, Vancouver (BC)  V6C 3E1",1
Crystallia Custom Finishing Corp.,"821, rue Cambie, bureau 2008, Vancouver (BC)  V6B 0E3",1
CS Designs Inc.,"2677 192nd Street, unité 111, Surrey (BC)  V3Z 3X1",1
CSDC Film Ltd,"2939, avenue Bainbridge, Burnaby (BC)  V5A 2S9",7
CTC Logistics (Canada) Inc.,"14351 Burrows Road, bureau 130, Richmond (BC)  V6V 1K9",1
Culmina Family Estate Winery,"CP 1829, Oliver (BC)  V0H 1T0",20
Cumberland Foods,"1214 Purdys Burn Place, Victoria (BC)  V8X 4X3",2
Curry Times Indian Cuisine,"3280 Mount Lehman Road, bureau 114, Abbotsford (BC)  V4X 2M9",1
CWL Contracting Ltd.,"3550 Mount Lehman Center, bureau 104, Abbotsford (BC)  V4X 2M9",1
Cycle North Enterprises Ltd o/a Cycle North Powersports,"5905 Gauthier Road, Prince George (BC)  V2N 5M4",1
Cypress Bowl Recreations Limited Partnership,"CP 91252, West Vancouver (BC)  V7V 3N9",6
D & P Enterprises Inc,"27250 58th Crescent, Langley (BC)  V4W 3W7",1
D&G Brothers Farms Ltd,"8539 River Road South, Dewdney (BC)  V0M 1H0",9
D. Garcha Trucking Ltd,"14874 71st Avenue, Surrey (BC)  V3S 0X3",6
D. J. Masonry Ltd.,"15155 86th Avenue, Surrey (BC)  V3S 4T8",2
Dahlia Enterprises Inc. dba Soirette,"1433, rue Pender Ouest, Vancouver (BC)  V6G 2S3",1
Daigle Welding and Marine Ltd,"2177 Island Highway, Campbell River (BC)  V9W 2G6",1
Daihan Travel & Tours Ltd.,"19 West Broadway, Vancouver (BC)  V5Y 1P1",1
Daily Catch,"1148, rue Davie, Vancouver (BC)  V6E 1N1",2
Daily Fresh Produce Ltd,"40063 Campbell Road, Abbotsford (BC)  V3G 2G9",27
Dairy Queen,"2940 Kingsway, Vancouver (BC)  V5R 5J3",1
Daisuke Fukasaku dba Fukasaku of Prince Rupert,"737 2nd Avenue West, Prince Rupert (BC)  V8J 1H4",1
Daiya Foods Inc.,"2768, rue Rupert, Vancouver (BC)  V5M 3T7",1
Daizen Joinery Ltd.,"452 Shuswap Chase Creek Road, Chase (BC)  V0E 1M0",3
Dake Sushi Ltd dba Dake Sushi,"2132 Clearbrook Road, bureau 1, Abbotsford (BC)  V2T 2X2",1
Dalbir Deu Farms,"850 Gerstmar Road, Kelowna (BC)  V1X 4L2",4
Dandy Enterprises Ltd dba Hungry Bear Restaurant,"10608 100th Avenue, Fort St. John (BC)  V1J 1Z3",1
Dan's Farm & Country Market Inc,"2030 Bear Hill Road, Saanichton (BC)  V8M 1X7",5
Darcy Films Inc.,"555, avenue Brooksbank, édifice 3, bureau 210, North Vancouver (BC)  V7J 3S5",2
Darren Shane O'Neill dba Shamrock Roofing and Exteriors,"6628 Bellevue Drive, Oliver (BC)  V0H 1T0",1
Darshan Nurseries (2005) Inc,"32863 Townshipline Road, Abbotsford (BC)  V4X 1X8",3
Darvonda Nurseries Ltd,"CP 357, Milner (BC)  V2Y 2N9",95
Dashmesh Truck and Trailer Repairs Ltd,"9080 142A Street, Surrey (BC)  V3V 7X9",2
Dass Dhand Orchards,"4904 Valleyview Place, Vernon (BC)  V1T 9L6",2
Databean Technology Inc.,"3292 Production Way, bureau 501, Burnaby (BC)  V5A 4R4",1
Dating Game Productions Ltd,"1950, rue Franklin, Vancouver (BC)  V5L 1R2",1
Davinci Dental Services Ltd,"19978 72nd Avenue, bureau 107, Langley (BC)  V2Y 1R7",1
Davison Orchards,"3111 Davison Road, Vernon (BC)  V1H 1A2",4
Dawat Restaurant Ltd dba Palki Restaurant,"116 East 15th Street, North Vancouver (BC)  V7L 2P9",1
dba Motive - Season 3,"2400 Boundary Road, bureau 810, Burnaby (BC)  V5M 3Z3",2
De Ziner Door Manufacturing Ltd,"12058 86th Avenue, Surrey (BC)  V3W 3H7",1
Dead Right Films A division of Hannah-Rachel Production Services Ltd,"555, avenue Brooksbank, bureau 9/240, North Vancouver (BC)  V7J 3S5",8
Deco De Mode Inc. dba Deco De Mode Nail Salon & Spa,"1014, rue Broad, Victoria (BC)  V8W 1Z9",1
Delainy's Glutenfree Bakery Inc. o/a  The Gluten Free Epicurean,"633 East 15th Avenue, Vancouver (BC)  V5T 2R6",1
Delizie Italiane Bakery and Bistro Ltd,"22266 Dewdney Trunk Road, Maple Ridge (BC)  V2X 3H9",1
Deluxe Australia Pty Ltd. o/a Iloura Sydney,"50 West 2nd Avenue, Vancouver (BC)  V5Y 1B3",1
Deluxe Toronto Ltd. dba Method Studios,"50 West 2nd Avenue, Vancouver (BC)  V5Y 1B3",105
Deluxe Vancouver Ltd.,"50 West 2nd Avenue, Vancouver (BC)  V5Y 1B3",1
Demonware Inc.,"369, avenue Terminal, bureau 700, Vancouver (BC)  V6A 4C4",3
"DeNA Studios Canada, Ltd.","860, rue Homer, bureau 300, Vancouver (BC)  V6B 2W5",1
Deol Farms,"1354 272nd Street, Aldergrove (BC)  V4W 2P9",2
Deramore Construction Services Inc,"2682, avenue Gladys, Abbotsford (BC)  V2S 3X8",1
Desert Hills Estate Winery Inc,"4078 Black Sage Road, Oliver (BC)  V0H 1T1",6
Desert Hills Ranch,"CP 1228, Ashcroft (BC)  V0K 1A0",261
Desi Junction Lounge & Restaurant Inc,"7747 138th Street, Surrey (BC)  V3W 6A4",3
Desi Turka Indian Cuisine Inc.,"7807 6th Street, Burnaby (BC)  V3N 3N1",2
Destiny Transportation Ltd,"1045 East 59th Avenue, Vancouver (BC)  V5X 1Y8",2
DeVry Greenhouses,"49259 Castleman Road, Chilliwack (BC)  V2P 6H4",25
Dhadda Orchards,"3750 Anderson Road, Kelowna (BC)  V1X 7V8",6
Dhaliwal and Deol Holdings Ltd. dba Blenz Coffee,"521 West Broadway, Vancouver (BC)  V5G 1E6",1
Dhaliwal Bakery Ltd.,"12824 Anvil Way, bureau 104, Surrey (BC)  V3W 8E7",1
Dhaliwal Banquet Hall Ltd.,"8166 128th Street, bureau 230, Surrey (BC)  V3W 1R1",1
Dhaliwal Brothers,"5496 Sumac Road, Oliver (BC)  V0H 1T1",1
Dhesi Enterprises Ltd.,"13615 60A Street, Surrey (BC)  V3X 3L1",4
Dhillon Truck Repair Ltd.,"13175 115th Avenue, Surrey (BC)  V3R 2V8",1
Dhoom Restaurant Ltd,"7938 128th Street, bureau 112, Surrey (BC)  V3W 4E8",1
Dhot Enterprises Ltd.,"2755 Lougheed Highway, bureau 26, Port Coquitlam (BC)  V3B 5Y9",1
DHX Media Studio (Vancouver) Ltd.,"190, rue Alexander, bureau 600, Vancouver (BC)  V6A 1B6",2
Diamond0906 Enterprise Inc. o/a Asahi Japanese Restaurant,"2570, avenue Kingsway, Port Coquitlam (BC)  V3C 3B2",1
Digital Domain Productions 3.0 BC Ltd.,"1618 West 8th Avenue, Vancouver (BC)  V6J 1V4",72
Dimant Investment Inc.,"1433 Cedar Cottage Mews, Vancouver (BC)  V5N 5Z2",1
DiMar Tennis World Inc.,"9442 214B Street, Langley (BC)  V1M 1W5",1
Dinesen Nurseries Ltd,"2110 272nd Street, Aldergrove (BC)  V4W 2R1",4
Dini & Aki Ltd o/a Canra Sri Lankan Plus,"88, rue Pender Ouest, bureau 2025, Vancouver (BC)  V6B 6N9",1
Dinosaur Daycare Ltd,"2059 Mount Seymour Parkway, North Vancouver (BC)  V7H 1E2",1
Direct Limited Partnership o/a Canada Cartage Systems,"18371 McCartney Way, Richmond (BC)  V6W 0A1",60
Dirty Laundry Vineyard,"7311, rue Fiske, Summerland (BC)  V0H 1Z2",7
Diwan A Dawett Restaurant Ltd dba Dawett Restaurant,"1435, rue Ellis, Kelowna (BC)  V1Y 2A3",1
DJ Drilling,"19286 21st Avenue, unité 104, Surrey (BC)  V3S 3M3",1
Dog's Avenue Enterprises Inc.,"2345, avenue Madison, bureau 901, Burnaby (BC)  V5C 0B4",1
Dolomiti Homes Inc.,"4308, rue Dawson, bureau 208, Vancouver (BC)  V5C 4B6",1
Domb Enterprises dba Basil Pasta Bar,"636, rue Davie, Vancouver (BC)  V6B 2G5",1
Don-O-Ray Vegetables,"3443 Benvoulin Road, Kelowna (BC)  V1W 4M5",3
D'oro Gelato e Caffe Ltd,"1090, rue Pender Ouest, bureau 550, Vancouver (BC)  V6E 2N7",2
Dosa Corner Restaurant Ltd.,"8248, rue Fraser, unité 110, Vancouver (BC)  V5X 3X6",2
Dosanjh Plastering & Stucco Ltd.,"8081 134A Street, Surrey (BC)  V3W 4V2",2
Double Barrel Vineyards Ltd,"CP 1822, Oliver (BC)  V0H 1T0",1
Double Negative Canada Productions Ltd,"149 West 4th Avenue, Vancouver (BC)  V5Y 1G4",142
Dr. Mathew Broschak Optometric Corp,"2271, avenue Harvey, unité 530, Kelowna (BC)  V1Y 6H2",1
Dr.Kevin Orieux Inc O/A Aararat Consulting,"17655 57th Avenue, bureau 208, Surrey (BC)  V3S 1H1",1
Drabek Technologies Ltd.,"6200, rue Darnley, bureau 206, Burnaby (BC)  V5B 3B1",2
Dream Pizza Ltd.,"1990 McCallum Road, Abbotsford (BC)  V2S 3M6",1
Driediger Farms Ltd,"7361 240th Street, Langley (BC)  V1M 3P8",8
Drop Designs Inc.,"CP 89, South Slocan (BC)  V0G 2G0",1
DRS Veterinary Services Ltd,"15338 Fraser Highway, Surrey (BC)  V3R 3P5",1
DTR VENTURES LTD dba Station House Bar and Grill,"3122 Station Road, Abbotsford (BC)  V4X 2S8",1
Dual Mountain Cleaning 2005 dba Dual Mountain Dry Cleaning,"1380 Alpha Lake Road, bureau 2, Whistler (BC)  V0N 1B1",1
Duarte Orchards Ltd,"5524 Chokecherry Lane, Oliver (BC)  V0H 1T1",1
Dude Where's My Movie (DWMM) Services Inc,"844, rue Johnson, Victoria (BC)  V8W 1N3",2
Duhra Enterprises Ltd dba Subway Restaurant,"541, rue Granville, Vancouver (BC)  V6X 1C8",2
Dukhia Farms,"6308 Apple Lane, Vernon (BC)  V1B 3T7",3
Dunbar Sushi,"3626 West 16th Avenue, Vancouver (BC)  V6R 3C4",1
Dutch Heritage Greenhouse (2004) Ltd,"10457 Gillanders Road, Chilliwack (BC)  V2P 6H4",6
Dykman Cattle Co. Ltd.,"35700 Vye Road, Abbotsford (BC)  V3G 1Z5",2
Dynamic Asphalt Services Inc.,"3045 Lindberg Road, Sorrento (BC)  V0E 2W1",1
Dynamic Leap Technology Inc.,"409, rue Granville, bureau 1055, Vancouver (BC)  V6C 1T2",1
Dynamix Agitators Inc.,"14480 River Road, bureau 150, Richmond (BC)  V6V 1L4",1
EA Mobile (Canada) ULC,"4330 Sanderson Way, Burnaby (BC)  V5G 4X1",2
Eagle Mountain Farms Ltd,"1444 Clearbrook Road, Abbotsford (BC)  V2T 5X3",8
Eagle View Farms Ltd,"4130 88th Street, Delta (BC)  V4K 3N3",2
Earlco Vineyards Ltd,"1493 Todd Road, Penticton (BC)  V2A 8T6",8
Earls Restaurant Prince George Ltd o/a Earls Kitchen and Bar,"1440, rue Central Est, Prince George (BC)  V2M 3C1",4
East 2 West Fruit Packers Ltd,"CP 1258, Oliver (BC)  V0H 1T0",10
East Holdings Ltd.,"495 Banks Road, bureau 6, Kelowna (BC)  V1X 6A2",4
East Richmond Nurseries Inc,"18431 Westminster Highway, Richmond (BC)  V6V 1B1",14
East Side Games Inc.,"116, rue Hastings Ouest, bureau 200, Vancouver (BC)  V6B 1G8",1
eBRISK Video Inc.,"1055, rue Hastings Ouest, bureau 1450, Vancouver (BC)  V6E 2E9",1
eBuyNow eCommerce Ltd,"1312, rue Blanshard, bureau 200, Victoria (BC)  V8W 2J1",1
Eco Outdoor Sports Downtown Ltd. o/a The North Face Store,"792, rue Granville, Vancouver (BC)  V6Z 1E4",1
Ectotrust Canada,"425, rue Carrall, bureau 90, Vancouver (BC)  V6B 6E3",1
Edgemont Floors Inc.,"930 West 1st Street, bureau 116, North Vancouver (BC)  V7P 3N6",1
Edgemont Village Day Care,"3902, avenue Ruby, North Vancouver (BC)  V7R 4B2",1
Edgewater Casino ULC/ Edgewater Casino LP o/a Edgewood Casino,"750, boulevard Pacific Sud, bureau 311, Vancouver (BC)  V6B 5E7",1
Educare Systems Inc o/a Academics preKindergarten,"15300 Croydon Drive, bureau 100, Surrey (BC)  V3S 0Z5",1
EGO Holdings Inc o/a Paris Studio,"9855 Austin Road, bureau 168A, Burnaby (BC)  V3J 1N4",1
EHome Travel Group Inc o/a Ehome Travel Group,"8700 McKim Way, unité 1163, Richmond (BC)  V6X 4A5",1
El Shaddai Construction & Management Ltd,"13443 78th Avenue, bureau 103, Surrey (BC)  V3W 0A8",1
Electra Laser Hair Removal Inc,"955, rue Hornby, bureau L12, Vancouver (BC)  V6Z 1V3",1
Electric Chair Salon Ltd DBA Chatters,"2370 McTabish Road, Prince George (BC)  V2K 5R5",2
"Electronic Arts (Canada), Inc.","4330 Sanderson Way, Burnaby (BC)  V5G 4X1",102
Elegant House Venture Ltd dba Elegant House Venture,"7156 144th Street, unité 30, Surrey (BC)  V3W 1V5",6
Eliane Hair & Spa,"3338 Wesbrook Mall, Vancouver (BC)  V6S 0A6",1
Elisabeth's Chalet Restaurant Ltd.,"11785 56th Avenue, Surrey (BC)  V3S 1E2",1
Elite Poultry Services Ltd.,"8465 Harvard Place, unité 6, Chilliwack (BC)  V2P 7Z5",6
Elk Lake Garden Centre Ltd,"5450 Pat Bay Highway, Victoria (BC)  V8Y 1T1",3
ELS Transport Ltd,"CP 88703, Surrey (BC)  V3W 0X1",1
EM Beautician  School of Canada,"403 North Road, bureau 203, Coquitlam (BC)  V3K 3V9",1
Emanage CRM Development Inc,"20689 Fraser Highway, unité 300, Langley (BC)  V3A 4G4",1
Emer Enterprise Ltd,"2280 Upper Bench Road, Cawston (BC)  V0X 1C2",4
Empire TCM Clinic Ltd.,"4580 No. 3 Road, bureau 2030, Richmond (BC)  V6X 2C2",1
Encompass Logistics Ltd,"1647 Derwent Way, Delta (BC)  V3M 6K8",1
Endeavor Design Inc.,"439, rue Railway, Vancouver (BC)  V6A 1A7",1
ENKON Information Systems Inc.,"3351, rue Douglas, bureau 200, Victoria (BC)  V8Z 3L4",1
Entanglement Pictures Inc.,"55, rue Water, bureau 506, Vancouver (BC)  V6B 1A1",1
Enterprise Mechanical Systems Ltd,"1562, avenue Lonsdale, COP 54163, North Vancouver (BC)  V7M 3L5",1
Envision Transport Ltd,"9380 116th Street, Delta (BC)  V4C 5W9",10
Eponymous,"336 East 1st Avenue, bureau 104, Vancouver (BC)  V5T 4R6",1
Erica Enterprises Ltd,"14021 Rippington Road, Pitt Meadows (BC)  V3Y 1Z1",9
Eros Pictures Inc. dba Hand In Love,"1112, rue Pender, bureau 407, Vancouver (BC)  V6E 2S1",1
Esperanza Enterprise Inc dba Gold Pan Cafe,"4140 Highway 3 & 33, bureau 269, Rock Creek (BC)  V0H 1Y0",1
ESS British Columbia Holdings Inc.,"1726, avenue Dolphin, unité 601, Kelowna (BC)  V1Y 9R9",3
E-Style Enterprises Inc o/a E-Style Beauty Spa,"878, rue Homer, Vancouver (BC)  V6B 2W5",1
Euro Painting Ltd,"713, rue Columbia, bureau 204, New Westminster (BC)  V3M 1B2",5
Eurosa Farms Ltd,"1304, avenue Greig, Brentwood Bay (BC)  V8M 1J6",6
Eurostyle Construction Ltd.,"20354 42nd Avenue, Langley (BC)  V3A 3A7",2
Evanae Food Ltd o/a Sushi Ville,"738, rue Davie, Vancouver (BC)  V6Z 1B6",2
Ever5u Enterprises Inc. o/a Ever5u Logistics,"6011 No. 3 Road, bureau 110, Richmond (BC)  V6Y 2B2",1
Ever-Clear Window Cleaning Ltd,"3385 Paynter Road, West Kelowna (BC)  V4T 1R3",1
Evergreen Propagators Ltd,"10236 McGrath Road, Rosedale (BC)  V0X 1X0",35
EVL Nursery Ltd,"5317 224th Street, Langley (BC)  V2Y 2M2",4
Ex Nihilo Vineyards Okanagan Valley,"1525 Camp Road, Lake Country (BC)  V4V 1K1",4
Excited Corporate Investments Ltd dba Katona Tires,"12597 56th Avenue, Surrey (BC)  V3X 2Y7",1
Exile Entertainment Corp dba exile.visual effects,"33, rue Water, bureau 902, Vancouver (BC)  V6B 1A1",1
Extreme Yeti Adventures Ltd.,"CP 517, Golden (BC)  V0A 1H0",1
F R C Transport Ltd.,"12541 90th Avenue, Surrey (BC)  V3V 1B9",5
F&G Truck & Crane,"9324 192nd Street, Surrey (BC)  V4N 3R8",1
F&M Installations Ltd,"1890 Schoolhouse Road, Nanaimo (BC)  V9X 1T4",3
Fable Farms Ltd,"13460 Rippington Road, Pitt Meadows (BC)  V3Y 1Z1",22
Fabwell Industries Inc. o/a Fabwell Industries,"8760 River Road, Delta (BC)  V4G 1B5",9
Factors Laboratories Ltd,"1550, boulevard United, Coquitlam (BC)  V3K 6Y7",16
Fair Deal Custom Homes,"1239, avenue Eckert, New Westminster (BC)  V3M 6X3",4
Fairfield Tree Nurseries Inc,"9952 Gillanders Road, Chilliwack (BC)  V2P 6H4",5
Fairmont Dental Laboratory Inc.,"2525, rue Willow, bureau 714, Vancouver (BC)  V5Z 3N8",1
Fairmont Hot Springs Resort,"5225 Fairmont Resort Road, Fairmont Hot Springs (BC)  V0B 1L1",1
Fairview Orchards Ltd,"816 Road 5, Oliver (BC)  V1H 1T1",9
Falcon Pest Control Inc.,"260-22529 Lougheed Highway, bureau 919, Maple Ridge (BC)  V2X 0T5",8
Fall Vancouver Productions Inc.,"1600, rue Railway Est, North Vancouver (BC)  V7J 1B5",12
Farmer's Apprentice Restaurant Inc.,"1535 West 6th Avenue, Vancouver (BC)  V6J 1R1",1
Fast Freight Transport Ltd.,"15832 Colebrook Road, Surrey (BC)  V3S 0L2",5
FastCAP Exploration Technologies Ltd,"595, rue Burrard, bureau 2600, CP 493, Vancouver (BC)  V7X 1L3",1
Fatburger,"1901, avenue Rosser, bureau 401, Burnaby (BC)  V5C 6S3",10
Father and Son Masonry and Curbing Ltd.,"8144 134th Street, Surrey (BC)  V3W 4T9",1
Faubourg Paris,"628, avenue East Kent Sud, bureau 175, Vancouver (BC)  V5X 0B2",1
FCV Technologies,"333, rue Seymour, bureau 1100, Vancouver (BC)  V6B 5A6",1
Ferguson Point Restaurant Inc dba Teahouse Restaurant,"7501 Stanley Park Drive, Vancouver (BC)  V6G 3E2",2
FFC Productions Inc.,"22366 119th Avenue, Maple Ridge (BC)  V2X 2Z3",1
Fiance Claus Productions Inc,"7505 149A Street, Surrey (BC)  V3S 3H6",4
Fibretech Distributors Inc.,"8247 130th Street, Surrey (BC)  V3W 7X4",4
Fiddleheads Child Care,"CP 3070, COP Garibaldi Highlands, Squamish (BC)  V0N 1T0",1
Filmgroup.TV Ltd.,"211, rue Georgia Est, bureau 305, Vancouver (BC)  V6A 1Z6",1
Finding Mr. Right II,"2939, avenue Bainbridge, Burnaby (BC)  V5A 2S9",37
Finger Food Studios,"2755 Lougheed Highway, bureau 420, Port Coquitlam (BC)  V3B 5Y9",1
Finning  International Inc,"666, rue Burrard, bureau 1000, Vancouver (BC)  V6C 2X8",2
First Class Concessions Inc,"CP 2164, Sardis SUCC Main, Chilliwack (BC)  V2Y 1R2",21
First Pick Fruit and Produce Ltd,"3263, rue Blue Jay, Abbotsford (BC)  V2T 6P9",6
First Player Films Inc,"3679, rue Dunbar, Vancouver (BC)  V6S 2C9",1
Five Maples Nursery & Garden Centre Ltd,"36440 South Parallel Road, Abbotsford (BC)  V3G 2K4",6
Five Rivers Construction Ltd.,"6650, rue Doman, CP 37012, Vancouver (BC)  V5S 3H4",1
Flames Construction Ltd,"3414 Mons Drive, Vancouver (BC)  V5M 3B6",1
Fleetwood Sushi Restaurant Ltd,"15930 Fraser Highway, bureau 304, Surrey (BC)  V4N 0X8",1
Flicka Gymnastics Club,"123 East 23rd Street, North Vancouver (BC)  V7L 3E2",1
Flora Framing Ltd,"8751 Sierpina Drive, Richmond (BC)  V7A 4M8",1
Floralia Plant Growers Ltd,"CP 674, Abbotsford (BC)  V2T 6Z8",24
Flytom Transportation Ltd,"10000 Fisher Gate, bureau 36, Richmond (BC)  V6X 3W8",2
Folding Mountain Outfitters Ltd,"Mile 419 Alaska Highway, CP 7360, Toad River (BC)  V0C 2X0",2
Folkart Interiors Ltd,"CP 486, Duncan (BC)  V9L 3X8",1
Food Films Inc.,"555, avenue Brooksbank, édifice 3, bureau 210, North Vancouver (BC)  V7J 3S5",2
For The Horse,"CP 1788, Chase (BC)  V0E 1M0",1
Forced Entry,"2412, rue Columbia, Vancouver (BC)  V5Y 3E6",2
Forefront Security Inc.,"14299 90A Avenue, Surrey (BC)  V3V 7X9",2
formerly known as Arc'teryx Equipment Inc,"2220 Dollarton Highway, bureau 110, North Vancouver (BC)  V7H 1A8",4
Formula M Productions Inc.,"3500 Cornett Road, édifice K, Vancouver (BC)  V5M 2H5",14
Forster Stable,"6966 240th Street, Langley (BC)  V1M 3K6",1
Fort Steele Farms,"8444 Highway 93 & 95, CP 10, Fort Steele (BC)  V0B 1N0",4
Fortinet Technologies (Canada) Inc.,"4190 Still Creek Drive, bureau 400, Burnaby (BC)  V5C 6C6",1
Fortunato Fruits,"4355 Highway 97, Oliver (BC)  V0H 1T1",1
"Framed Photo Films - ""Home""","720, rue Beatty, bureau 3, Vancouver (BC)  V6B 2M1",10
Frankenstein Code,"2400 Boundary Road, bureau 810, Burnaby (BC)  V5M 3Z3",36
Fraser Auto Detailing 2012 Ltd.,"20202, avenue Industrial, Langley (BC)  V3A 4K7",1
Fraser Health Authority,"13450 102nd Avenue, bureau 400, Surrey (BC)  V3T 0H1",2
Fraser Kids Learning Center,"11076 158th Street, Surrey (BC)  V4N 5E9",1
Fraser Stratacare Ltd,"CP 1915, COP Village Mall, Aldergrove (BC)  V4W 0A6",7
Fraser Valley Packers Inc,"260 Short Road, Abbotsford (BC)  V2S 8A7",38
Fraserview Hall Catering Ltd. dba Fraserview Banquet Hall,"8240, rue Fraser, Vancouver (BC)  V5X 3X6",1
Fraserview Nursery Ltd,"28227 Fraser Highway, Abbotsford (BC)  V4X 1K9",1
Fraserway Meats Ltd DBA Fraserview Meats,"12047 80th Avenue, bureau 102, Surrey (BC)  V3W 1M9",1
Frasmar Inc,"7266 Ridge Drive, Burnaby (BC)  V5A 1B5",4
Free Spirit Botanicals Ltd.,"549, rue Johnson, Victoria (BC)  V8W 1M2",1
Freeride Entertainment,"466, rue Josephine, bureau 201, Nelson (BC)  V1L 1W3",3
Freight Chauffeur Transport Ltd,"7360 137th Street, unité 318, Surrey (BC)  V3W 1A3",5
Fresh Cup Roastery Cafe Ltd,"1931 Mount Newton X Road, bureau 104, Saanichton (BC)  V8M 2A9",1
Fresh Slice Pizza,"22347 Lougheed Highway, unité 104, Maple Ridge (BC)  V2X 2T3",2
Friendly Construction Ltd.,"13389 78A Avenue, Surrey (BC)  V3W 7B6",5
