",,,,,,,
Province/Territoire,"Volet du programme",Employeur,Adresse,"Profession ","Incorporer le statut","EIMT Approuvés","Postes Approuvés"
Colombie-Britannique,"   Bas salaire","Sushi Hanabi","Vancouver, BC V6J 1H2",6322-Cuisiniers,Inconnu,2,3
Colombie-Britannique,"   Bas salaire","Sushi Heaven","New Westminster, BC V3L 3X6",6322-Cuisiniers,Inconnu,2,2
Colombie-Britannique,"   Bas salaire","sushi hub","vancouver, BC V5V 3R9","6311-Superviseurs des services alimentaires",Inconnu,2,2
Colombie-Britannique,"   Bas salaire","Sushi Iwa Restaurant Ltd.","White Rock, BC V4B 1C3",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Sushi Loku Restaurant Ltd.","Vancouver, BC V5N 5P9",6322-Cuisiniers,Inconnu,1,2
Colombie-Britannique,"   Bas salaire","Sushi Mori","North Vancouver, BC V7R 4K3","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Sushi Mori","North Vancouver, BC V7R 4K3",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Sushi Mura Entertainment","Vancouver, BC V6M 2W7","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","SUSHI MURA restaurant Ltd","Vancouver, BC V5S 0E3",6322-Cuisiniers,Inconnu,2,2
Colombie-Britannique,"   Bas salaire","SUSHI NOVA RESTAURANT LTD","VANCOUVER, BC V6J 1N3",6322-Cuisiniers,Inconnu,3,3
Colombie-Britannique,"   Bas salaire","Sushi Oyama Restaurants Ltd.","Burnaby, BC V5H 2E8",6322-Cuisiniers,Inconnu,1,2
Colombie-Britannique,"   Bas salaire","Sushi Sen Holdings, Inc.","GARIBALDI HIGHLANDS, BC V0N 1T0","6311-Superviseurs des services alimentaires",Inconnu,1,2
Colombie-Britannique,"   Bas salaire","Sushi Sen Holdings, Inc.","GARIBALDI HIGHLANDS, BC V0N 1T0",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Sushi Town Restaurant (North Van) Ltd.","North Vancouver, BC V7P 1T3",6322-Cuisiniers,Inconnu,2,2
Colombie-Britannique,"   Bas salaire","Sushi Town Restaurant(Coquitlam) Ltd.","COQUITLAM, BC V3B 1C2",6322-Cuisiniers,Inconnu,2,2
Colombie-Britannique,"   Bas salaire","SUSHICO JAPANESE RESTAURANT CHILLIWACK LTD","CHILLIWACK, BC V2R 0P9",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Sushimate Japanese Restaurant","Langley, BC V3A 1K7","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Sushinomichi Restaurant Ltd.","Aldergrove, BC V4W 3P9",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Sushiwood Food Ltd.","Fernie, BC V0B 1M0","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Sushiwood Food Ltd.","Fernie, BC V0B 1M0",6321-Chefs,Inconnu,3,3
Colombie-Britannique,"   Bas salaire","Sushiwood Food Ltd.","Fernie, BC V0B 1M0",6322-Cuisiniers,Inconnu,6,6
Colombie-Britannique,"   Bas salaire","Sushiyama Restaurant Ltd.","Vancouver, BC V5T 1W5","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Sushiyama Restaurant Ltd.","Vancouver, BC V5T 1W5",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Swatch Restaurants Ltd.","Chilliwack, BC V2R 4G9","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Swatch Restaurants Ltd.","Surrey, BC V3W 1P6","6311-Superviseurs des services alimentaires",Corporation,1,1
Colombie-Britannique,"   Bas salaire","Swift Management Group BC Inc.","delta, BC V3M 5V8","1241-Adjoints administratifs",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","SYA ENTERPRISES LTD","Langley, BC V3S 6K7","3219-Autres technologues et techniciens des sciences de la santé (sauf soins dentaires)",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Synergy Rehabilitation Inc","Surrey, BC V3W 3J7","1241-Adjoints administratifs",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","T&J Rise Up Enterprise Ltd.","Langley, BC V1M 2N9",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Tahaca Enterprises Ltd","Kimberley, BC V1A 2C5","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Tairyou Suisan Restaurant Ltd.","Burnaby, BC V5H 1Z8","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Tairyou Suisan Restaurant Ltd.","Burnaby, BC V5H 1Z8",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","TAKE R ENTERPRISE INC.","Vancouver, BC V6B 1A6",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Takoyaki Enterprises Ltd.","Vancouver, BC V5Z 2V9","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Takoyaki Enterprises Ltd.","Vancouver, BC V5Z 2V9",6322-Cuisiniers,Inconnu,2,2
Colombie-Britannique,"   Bas salaire","Taman Sari Royal Heritage Canada Inc.","Whistler, BC V0N 1B4","6564-Autre personnel de services personnalisés",Inconnu,1,3
Colombie-Britannique,"   Bas salaire","Tandoori Grill on Hill Inc.","Whistler, BC V8E 1B6",6322-Cuisiniers,Inconnu,2,2
Colombie-Britannique,"   Bas salaire","Tandoori Town Indian Kitchen","Surrey, BC V3W 6W1",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Tango Hair Ltd.","Victoria, BC V8W 3K3","6341-Coiffeurs et barbiers",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Tantrum Ride Company Inc.","Revelstoke, BC V0E 2S0","7445-Autres réparateurs et préposés à l'entretien",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Tao Coffee Corp","Vancouver, BC V6B 1A6","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Tap & Barrel Restaurants Ltd.","Vancouver, BC V5Y 0B1","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Tasty Sweets and Restaurant Ltd","Delta, BC V4C 6R1","6311-Superviseurs des services alimentaires",Inconnu,2,2
Colombie-Britannique,"   Bas salaire","Tasty Sweets and Restaurant Ltd","Delta, BC V4C 6R1",6321-Chefs,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Tasty Sweets and Restaurant Ltd","Delta, BC V4C 6R1","6513-Serveurs d'aliments et de boissons",Inconnu,1,3
Colombie-Britannique,"   Bas salaire","Tayhay Enterprises Ltd","Victoria, BC V8X 4H3","6311-Superviseurs des services alimentaires",Inconnu,3,18
Colombie-Britannique,"   Bas salaire","TAYMAC ENTERPRISES INC","Victoria, BC V9B 3R5","6311-Superviseurs des services alimentaires",Inconnu,1,4
Colombie-Britannique,"   Bas salaire","TB Food Services Inc","Merritt, BC V1K 1M5","6311-Superviseurs des services alimentaires",Inconnu,3,7
Colombie-Britannique,"   Bas salaire","TB Food Services Inc","Merritt, BC V1K 1M5","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,2,17
Colombie-Britannique,"   Bas salaire","TBC NORTH FOOD SERVICES INC.","FORT NELSON, BC V0C 1R0","6311-Superviseurs des services alimentaires",Inconnu,1,4
Colombie-Britannique,"   Bas salaire","TBC NORTH FOOD SERVICES INC.","FORT NELSON, BC V0C 1R0","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,8
Colombie-Britannique,"   Bas salaire","TCC Ventures Ltd. dba Tim Hortons","Mill Bay, BC V0R 2P2","6311-Superviseurs des services alimentaires",Inconnu,2,4
Colombie-Britannique,"   Bas salaire","TCS Breakfast on Robson Inc","Vancouver, BC V6E 1C5",6322-Cuisiniers,Inconnu,2,2
Colombie-Britannique,"   Bas salaire","Team Wood Kitchen Cabinets (2009) Ltd.","Surrey, BC V3W 4Y8","9619-Autres manoeuvres des services de transformation, de fabrication et d'utilité publique",Inconnu,1,2
Colombie-Britannique,"   Bas salaire","Temaki Sushi Ltd.","Vancouver, BC V6K 2C8","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Teran Saanj Group Inc.","Surrey, BC V3W 4J3","6331-Bouchers, coupeurs de viande et poissonniers - commerce de gros et de détail",Corporation,1,1
Colombie-Britannique,"   Bas salaire","TG Corporate Barbershops Limited","Kelowna, BC V1Y 8R4","6341-Coiffeurs et barbiers",Inconnu,2,6
Colombie-Britannique,"   Bas salaire","Thai Basil Restaurant Ltd.","Vancouver, BC V6E 1X4",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Thaidal Zone Restaurant","Powell River, BC V8A 2M6",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","THAKKAR HOSPITALITY BC-LM INC.","Vancover, BC V6E 1C2","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","The Anchor Inn Pub","Armstrong, BC V0E 1B1",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","The Beautiful Daycare Ltd.","Port Coquitlam, BC V3C 3L8","4214-Éducateurs et aides-éducateurs de la petite enfance",Inconnu,2,2
Colombie-Britannique,"   Bas salaire","The Bombay Restaurant 2001 Ltd.","Port Coquitlam, BC V3B 6P2","6513-Serveurs d'aliments et de boissons",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","The Canadian Brew House (Fort St. John) Ltd.","Fort St. John, BC V1J 3X3","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","The Clayton Pub Ltd.","Surrey, BC V3S 4N5","6311-Superviseurs des services alimentaires",Inconnu,1,2
Colombie-Britannique,"   Bas salaire","The Gastropod Restaurant Corporation","Vancouver, BC V6J 1M5",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","The Gourmet Lunch Ladies Ltd.","Surrey, BC V3T 4E3",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","The King's Head Inn Ltd.","Vancouver, BC V6K 3E7",6322-Cuisiniers,Inconnu,1,2
Colombie-Britannique,"   Bas salaire","The Kitchen & Commons Restaurant Ltd","Victoria, BC V8W 1A4","6311-Superviseurs des services alimentaires",Inconnu,1,4
Colombie-Britannique,"   Bas salaire","The Loft 2 Lounge Bar and Grill Ltd.","Vancouver, BC V6G 2M9",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","The Oyster Catcher Seafood Bar & Grill Ltd.","Salt Spring Island, BC V8K 2S5",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","The Parks and People Holdings Ltd.","Richmond, BC V6X 1C3",6322-Cuisiniers,Inconnu,4,6
Colombie-Britannique,"   Bas salaire","THE PIZZA CASTLE RESTAURANT LTD.","Vancouver, BC V5L 3X2",6322-Cuisiniers,Inconnu,1,2
Colombie-Britannique,"   Bas salaire","The Red Pagoda Bistro Inc","Vancouver, BC V6V 4A4",6322-Cuisiniers,Inconnu,2,2
Colombie-Britannique,"   Bas salaire","The Ridge Hotel & Suites","Prince Rupert, BC V8J 4J5","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","The Ridge Hotel & Suites","Prince Rupert, BC V8J 4J5","6316-Surveillants des autres services",Inconnu,1,4
Colombie-Britannique,"   Bas salaire","The Ridge Hotel & Suites","Prince Rupert, BC V8J 4J5",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","The Royal King Palace & Conventional Centre Ltd.","Surrey, BC V3W 1R1",6322-Cuisiniers,Inconnu,1,2
Colombie-Britannique,"   Bas salaire","The Vancouver Club","VANCOUVER, BC V6C 1C6",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","The Wickaninnish Inn Ltd.","Tofino, BC V0R 2Z0",6322-Cuisiniers,Inconnu,1,2
Colombie-Britannique,"   Bas salaire","The Wickaninnish Inn Ltd.","Tofino, BC V0R 2Z0","6541-Agents de sécurité et personnel assimilé des services de sécurité",Inconnu,1,2
Colombie-Britannique,"   Bas salaire","THE YOONS HOLDINGS INC.","Vancouver, BC V5R 4G6",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Thremco West Ltd.","Surrey, BC V3R 1W2",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Tilbury Sports Grill","Delta, BC V4G 1K7",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Time Limousine Service Ltd","SURREY, BC V3W 3B1","6732-Nettoyeurs spécialisés",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Tip Top Kitchen Cabinets Ltd","Surrey, BC V3W 1B3","9619-Autres manoeuvres des services de transformation, de fabrication et d'utilité publique",Inconnu,1,2
Colombie-Britannique,"   Bas salaire","Tip Top Landscape Ltd.","SURREY, BC V3W 3C5","8612-Manoeuvres en aménagement paysager et en entretien des terrains",Inconnu,1,2
Colombie-Britannique,"   Bas salaire","TJL Construction Ltd","Surrey, BC V3X 0B2","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","TKR3 Holdings Ltd","Surrey, BC V3T 2W1","6341-Coiffeurs et barbiers",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","TMT Investment Group Inc.","Vancouver, BC V5L 3W8",6321-Chefs,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","TMT Investment Group Inc.","Vancouver, BC V5L 3W8",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Tochnit Av Enterprise Ltd","Burnaby, BC V5H 3M3","6211-Superviseurs des ventes - commerce de détail",Inconnu,2,2
Colombie-Britannique,"   Bas salaire","Tod- Hackett Group Ltd.","Tofino, BC V0R 2Z0",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Tod- Hackett Group Ltd.","Tofino, BC V0R 2Z0","6731-Préposés à l'entretien ménager et au nettoyage - travaux légers",Inconnu,3,6
Colombie-Britannique,"   Bas salaire","Tod- Hackett Group Ltd.","Tofino, BC V0R 2Z0","6741-Personnel de blanchisseries et d'établissements de nettoyage à sec et personnel assimilé",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Tokyo Japanese Restaurant","Chilliwack, BC V2P 2C7","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Tokyo Mazesoba Ltd","Vancouver, BC V6B 3H6",6322-Cuisiniers,Inconnu,2,2
Colombie-Britannique,"   Bas salaire","Tomoya Enterprises Ltd.","Gibsons, BC V0N 1V7","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Tomoya Enterprises Ltd.","Gibsons, BC V0N 1V7",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","T-ONE Restaurant","Kelowna, BC V1W 3S9",6322-Cuisiniers,Inconnu,1,2
Colombie-Britannique,"   Bas salaire","TONTON RESTAURANT LTD.","Vancouver, BC V5Z 2X8",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Toor Framing ltd.","Surrey, BC V3W 7L1","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,2
Colombie-Britannique,"   Bas salaire","Top Floor Deficiency Solutions Inc.","Burnaby, BC V5H 4N2","7294-Peintres et décorateurs (sauf décorateurs d'intérieur)",Inconnu,1,2
Colombie-Britannique,"   Bas salaire","Top Quality Construction Ltd.","surrey, BC V3W 3B8","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,2,2
Colombie-Britannique,"   Bas salaire","Torrential Dynamics Ltd.","VALEMOUNT, BC V0E 2Z0","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Toseki Entertainment Ltd.","West Vancouver, BC V7S 2Y6",6321-Chefs,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Town Taxi (1987) Ltd.","William Lake, BC V2G 1C5","7513-Chauffeurs de taxi, chauffeurs de limousine et chauffeurs",Inconnu,1,4
Colombie-Britannique,"   Bas salaire","Trato Foods Inc","Nanaimo, BC V9T 2L9","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Travelodge Motel","salmon Arm, BC V1E 4P7","6731-Préposés à l'entretien ménager et au nettoyage - travaux légers",Inconnu,1,3
Colombie-Britannique,"   Bas salaire","Tree To Me Partnership","Keremeos, BC V0X 1N4",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Trees Cheesecake Ltd.","Vancouver, BC V6C 1V4",6332-Boulangers-pâtissiers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Tricosta Foods Ltd.","Maple Ridge, BC V2X 2P7",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Trident Railing Awnings & Metal Work LTD.","Surrey, BC V3W 9G2","9612-Manoeuvres en métallurgie",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","TRIPLE LEGEND RESTAURANTS LTD","KELOWNA, BC V1Y 6G8",6322-Cuisiniers,Inconnu,1,3
Colombie-Britannique,"   Bas salaire","Trustin Construction LTD","Burnaby, BC V5B 1S9","7295-Poseurs de revêtements d'intérieur",Inconnu,1,4
Colombie-Britannique,"   Bas salaire","Truwest Mortgage Incorporated","Surrey, BC V3W 3J7","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Tsawwassen Springs / Pat Quinn’s Restaurant & Bar","Delta, BC V4M 0A6",6322-Cuisiniers,Inconnu,1,3
Colombie-Britannique,"   Bas salaire","TSUBAKI HAIR EXPRESS LTD.","Vancouver, BC V6B 1Y4","6341-Coiffeurs et barbiers",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Tung & Sidhu Holdings Ltd.","Brentwood Bay, BC V8M 1R1","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Tung & Sidhu Ltd.","Delta, BC V4K 2X7","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Turtle Bay Gogo Sushi Ltd.","Lake Country, BC V4V 2T5",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","TWINS COFFEE LIMITED","Langley, BC V3A 8M8","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","TYGO Enterprises Ltd.","Coquitlam, BC V3E 1K9","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","TYRW Dining Ltd.","Burnaby, BC V5H 4J5",6322-Cuisiniers,Inconnu,1,2
Colombie-Britannique,"   Bas salaire","Under The Umbrella Daycare","Victoria, BC V9B 4H4","4214-Éducateurs et aides-éducateurs de la petite enfance",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","United Pacific Patrol Ltd.","surrey, BC V3W 1E6","6316-Surveillants des autres services",Inconnu,1,4
Colombie-Britannique,"   Bas salaire","Uptown Med Spa Ltd.","Langley, BC V2Y 1H3","6562-Esthéticiens, électrolystes et personnel assimilé",Inconnu,1,2
Colombie-Britannique,"   Bas salaire","UPX Construction Ltd","Surrey, BC V3S 2A2","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,2
Colombie-Britannique,"   Bas salaire","Urban Coast Development Ltd","Surrey, BC V3W 3J7","1241-Adjoints administratifs",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Urban Coast Development Ltd","Surrey, BC V3W 3J7","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,3
Colombie-Britannique,"   Bas salaire","USH-RAJ ENTERPRISES LTD","VICTORIA, BC V8Z 6E3","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","UVANU Recruit Canada Entertainment Ltd.","Vancouver, BC V6B 4W4","1241-Adjoints administratifs",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Valley Acrylic Bath Ltd.","Burnaby, BC V5H 3T9",7452-Manutentionnaires,Inconnu,1,2
Colombie-Britannique,"   Bas salaire","Valley King Foods Inc.","Kelowna, BC V1Y 8M1","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Valley King Foods Inc.","Penticton, BC V2A 5G9","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Valley King Foods Inc.","Vernon, BC V1T 8G6","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Valuce Hospitality's Ltd.","Vancouver, BC V6G 2L7","6311-Superviseurs des services alimentaires",Inconnu,1,2
Colombie-Britannique,"   Bas salaire","Valuce Hospitality's Ltd.","Vancouver, BC V6G 2L7",6322-Cuisiniers,Inconnu,2,2
Colombie-Britannique,"   Bas salaire","Vancouver Northern Food Inc","Richmond, BC V6V 1W1","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",Inconnu,1,2
Colombie-Britannique,"   Bas salaire","Vancouver Truck Terminal Inc","Richmond, BC V6V 1K4",7452-Manutentionnaires,Inconnu,1,3
Colombie-Britannique,"   Bas salaire","Vancouver Water Adventures ltd.","Vancouver, BC V6H 3Y2","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Vanko Sushi Ltd.","Vancouver, BC V5X 3T3","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Vanko Sushi Ltd.","Vancouver, BC V5X 3T3",6322-Cuisiniers,Inconnu,2,2
Colombie-Britannique,"   Bas salaire","Varaitch Holding Ltd.","Surrey, BC V3S 8B1","7514-Chauffeurs-livreurs - services de livraison et de messagerie",Inconnu,1,2
