"Employers Who Were Issued a Positive Labour Market Impact Assessment (LMIA) by Program Stream, National Occupational Classification (NOC) 2011 and Business Location, January to March 2024",b,c,d,e,f,g,h
Alberta,Low Wage,Vape Inn Ltd,"Edmonton, AB T6W 4V4",6611-Cashiers,Unknown,1,2
Alberta,Low Wage,VED ENTERPRISES INC.,"TABER, AB T1G 2B1",6311-Food service supervisors,Unknown,2,2
Alberta,Low Wage,Veg Delight Pizza Bakery & Restaurant Limited,"Edmonton, AB T6E 5P4",6322-Cooks,Unknown,1,1
Alberta,Low Wage,Veg Delight Pizza Bakery & Restaurant Limited,"Edmonton, AB T6E 5P4",6332-Bakers,Unknown,1,1
Alberta,Low Wage,Veg Delight Pizza Bakery & Restaurant Limited,"Edmonton, AB T6E 5P4","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,2,2
Alberta,Low Wage,Veg Delight Pizza Bakery & Restaurant Limited,"Edmonton, AB T6E 5P4",6731-Light duty cleaners,Unknown,1,1
Alberta,Low Wage,Vemuri Talla Pharmacy services Ltd,"Peace River, AB T8S 0A3",3414-Other assisting occupations in support of health services,Unknown,1,1
Alberta,Low Wage,VERMILION PACKERS LTD.,"Vermilion, AB T9X 1J4","9617-Labourers in food, beverage and associated products processing",Unknown,1,2
Alberta,Low Wage,Vibhuti Foods Ltd,"Calgary, AB T2C 5R2",6311-Food service supervisors,Unknown,1,2
Alberta,Low Wage,Vibhuti Foods Ltd,"Calgary, AB T2C 5R2","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,Low Wage,Vietnam Palace Grill & Noodle House Ltd,"Calgary, AB T2A 5W8",6322-Cooks,Unknown,2,3
Alberta,Low Wage,Vietnam Paradise Inc,"Leduc, AB T9E 7K6",6311-Food service supervisors,Unknown,1,2
Alberta,Low Wage,Vietnam Paradise Inc,"Leduc, AB T9E 7K6",6322-Cooks,Unknown,1,3
Alberta,Low Wage,Villa Bistro Inc,"Edmonton, AB T5K 0J7",6322-Cooks,Unknown,1,2
Alberta,Low Wage,Villaguer Construction Ltd.,"Edmonton, AB T6K 2Y2",7611-Construction trades helpers and labourers,Unknown,1,2
Alberta,Low Wage,Viluna Contracting Inc,"Edmonton, AB T5Y 3X2",7611-Construction trades helpers and labourers,Unknown,1,3
Alberta,Low Wage,Vin Room YYC Airport Ltd,"CALGARY, AB T2E 3B9",6321-Chefs,Unknown,1,1
Alberta,Low Wage,VIR ENTERPRISES INC,"MEDICINE HAT, AB T1B 2R4",6311-Food service supervisors,Unknown,1,1
Alberta,Low Wage,VIR ENTERPRISES INC,"MEDICINE HAT, AB T1B 2R4",6322-Cooks,Unknown,1,2
Alberta,Low Wage,VIR ENTERPRISES INC,"MEDICINE HAT, AB T1B 2R4","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,Low Wage,VIRK ARORA CATERS LTD.,"CHESTERMERE, AB T1X 1V2",6322-Cooks,Unknown,2,2
Alberta,Low Wage,VIRK ARORA CATERS LTD.,"CHESTERMERE, AB T1X 1V2","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,3
Alberta,Low Wage,Virsa Fashions Ltd.,"Edmonton, AB T6E 5P4",6211-Retail sales supervisors,Unknown,1,1
Alberta,Low Wage,Vita Buona Investments Inc.,"Edson, AB T7E 1B8",6311-Food service supervisors,Unknown,1,1
Alberta,Low Wage,Vita Buona Investments Inc.,"Edson, AB T7E 1B8",6332-Bakers,Unknown,1,1
Alberta,Low Wage,VITAL CONSTRUCTION GROUP LTD,"Edmonton, AB T6R 0E5",7295-Floor covering installers,Unknown,1,1
Alberta,Low Wage,Vivacious Nails and Lounges,"Grande Prairie, AB T8V 0V2",6316-Other services supervisors,Unknown,1,2
Alberta,Low Wage,Vivacious Nails and Lounges,"Grande Prairie, AB T8V 0V2","6562-Estheticians, electrologists and related occupations",Unknown,1,2
Alberta,Low Wage,Vivanch Inc.,"sherwood park, AB T8A 0C5",7611-Construction trades helpers and labourers,Unknown,1,1
Alberta,Low Wage,Vivo Green Corporation,"Calgary, AB T3K 0K1",6552-Other customer and information services representatives,Unknown,1,1
Alberta,Low Wage,VK DELIVERY AND MOVING SERVICES LTD,"Calgary, AB T2B 3M1","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1
Alberta,Low Wage,VK DELIVERY AND MOVING SERVICES LTD,"Calgary, AB T2B 3M1",1241-Administrative assistants,Unknown,1,2
Alberta,Low Wage,VLAHOS HOLDINGS LTD/L&W RESTAURANT,"Jasper, AB T0E 1E0",6321-Chefs,Unknown,1,1
Alberta,Low Wage,Voyageur Motels Ltd.,"Rocky Mountain House, AB T4T 1B1",6315-Cleaning supervisors,Unknown,1,1
Alberta,Low Wage,VP Enterprises Inc,"Calgary, AB T3K 2K9","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,Low Wage,VRISHA LTD.,"Calgary, AB T3K 5H2","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,Low Wage,WABASCA INN LTD.,"WABASCA, AB T0G 2K0",6525-Hotel front desk clerks,Unknown,1,2
Alberta,Low Wage,Walayat & Sons 2 Corp.,"CALGARY, AB T2C 4E4",6311-Food service supervisors,Unknown,1,1
Alberta,Low Wage,Walayat & Sons Corp,"Sylvan Lake, AB T4S 1R3","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,Low Wage,Walden Nails and Spa Ltd,"Calgary, AB T2X 4E2","6562-Estheticians, electrologists and related occupations",Unknown,1,1
Alberta,Low Wage,Walker Lake Plaza Ltd,"Edmonton, AB T6X 2N4",1241-Administrative assistants,Unknown,1,1
Alberta,Low Wage,Wan Da wholesale food Ltd,"Edmonton, AB T6E 4B9","6622-Store shelf stockers, clerks and order fillers",Unknown,1,2
Alberta,Low Wage,WATER TECH PLUMBING AND HEATING LTD.,"CALGARY, AB T2B 0W9",7611-Construction trades helpers and labourers,Unknown,1,2
Alberta,Low Wage,Wayan Restaurant Ltd.,"Calgary, AB T2Z 3E9","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,Low Wage,Wayne's Bagels Ltd,"Calgary, AB T2R 0B4","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,Low Wage,WELLNESS HOME HEALTHCARE SERVICES,"Edmonton, AB T6T 0M5",1241-Administrative assistants,Unknown,1,1
Alberta,Low Wage,West Wind Veterinary Hospital Ltd,"Sherwood Park, AB T8G 1E7",3213-Animal health technologists and veterinary technicians,Unknown,1,1
Alberta,Low Wage,Western Granite & Stone Ltd.,"Calgary, AB T1Y 5E4",1241-Administrative assistants,Unknown,1,1
Alberta,Low Wage,WESTERN VARIETIES WHOLESALE INC,"Edmonton, AB T6B 3K3",7452-Material handlers,Unknown,1,1
Alberta,Low Wage,Westgate Halal Foods Ltd.,"Edmonton, AB T5L 4Y5","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,1
Alberta,Low Wage,Westgate Liquor Store Ltd.,"Edmonton, AB T5T 5X8",6611-Cashiers,Unknown,1,1
Alberta,Low Wage,Westridge Painting & Coating Ltd,"Airdrie, AB T4B 4B2",7294-Painters and decorators (except interior decorators),Unknown,1,1
Alberta,Low Wage,Westrun Cleaning Services Ltd.,"Calgary, AB T2A 6K1",6731-Light duty cleaners,Unknown,1,4
Alberta,Low Wage,Wetaskiwin Bottle Depot Ltd,"Wetaskiwin, AB T9A 2J2","9619-Other labourers in processing, manufacturing and utilities",Unknown,1,1
Alberta,Low Wage,Wheatland Trees Ltd.,"Wheatland County, AB T1P 0Z7",8612-Landscaping and grounds maintenance labourers,Unknown,1,4
Alberta,Low Wage,White Rock immigration solutions inc,"CALGARY, AB T3N 1W3",1241-Administrative assistants,Unknown,1,1
Alberta,Low Wage,WHIZ KIDS MONTESSORI CHILDCARE INC.,"Airdrie, AB T4A 0V4",4214-Early childhood educators and assistants,Unknown,1,2
Alberta,Low Wage,Whyte Ave Landscape Supplies Ltd,"Edmonton, AB T6B 2M6",7452-Material handlers,Unknown,1,2
Alberta,Low Wage,WILL RAY ENTERPRISES INC.,"Calgary, AB T3E 4N3",7535-Other automotive mechanical installers and servicers,Unknown,1,1
Alberta,Low Wage,Wilzso Law,"Edmonton, AB T5W 0N9",1241-Administrative assistants,Unknown,1,1
Alberta,Low Wage,Windsor Motors (1975) LTD,"Grande Prairie, AB T8V 4H3","6742-Other service support occupations, n.e.c.",Unknown,1,2
Alberta,Low Wage,Windsor Motors (1975) LTD,"Grande Prairie, AB T8V 4H3",7535-Other automotive mechanical installers and servicers,Unknown,1,4
Alberta,Low Wage,Wing Tak Noodle Factory Inc.,"Edmonton, AB T6E 5X6","9617-Labourers in food, beverage and associated products processing",Unknown,1,2
Alberta,Low Wage,Witzaney Management Ltd.,"Wainwright, AB T9W 1B3","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
Alberta,Low Wage,WMH Restaurant Group Ltd.,"Calgary, AB T2A 7A7","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,Low Wage,Wok Donair Ltd,"Edmonton, AB T5Y 3E5",6311-Food service supervisors,Unknown,1,2
Alberta,Low Wage,Workidea Inc.,"Calgary, AB T2J 0P6",6311-Food service supervisors,Unknown,1,1
Alberta,Low Wage,Workidea Inc.,"Calgary, AB T2J 0P6",6332-Bakers,Unknown,1,1
Alberta,Low Wage,Wow Bakery Ltd.,"Calgary, AB T2H 0J9",6322-Cooks,Unknown,1,1
Alberta,Low Wage,Wow Bakery Ltd.,"Calgary, AB T2H 0J9",6332-Bakers,Unknown,1,1
Alberta,Low Wage,WOW DEVELOPMENT LTD.,"Edmonton, AB T6T 0N1",7611-Construction trades helpers and labourers,Unknown,1,2
Alberta,Low Wage,WPH Restaurant Inc,"Westlock, AB T7P 2G5",6322-Cooks,Unknown,1,1
Alberta,Low Wage,Wye Road Ventures Ltd.,"Sherwood Park, AB T8B 0A4","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
Alberta,Low Wage,XIAOTIAN ZHU PROFESSIONAL DENTAL CORPORATION,"Calgary, AB T2N 2A1",1241-Administrative assistants,Unknown,1,1
Alberta,Low Wage,Xing Wang Ltd,"Edmonton, AB T5G 3A6",6311-Food service supervisors,Unknown,1,1
Alberta,Low Wage,Xing Wang Ltd,"Edmonton, AB T5G 3A6","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,Low Wage,XINQI INVESTMENT LTD,"lethbridge, AB T1K 2R4","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,Low Wage,Y3 CONVENIENCE STORE LTD.,"GRANDE PRAIRIE, AB T8V 2V8",6211-Retail sales supervisors,Unknown,1,1
Alberta,Low Wage,Yadi Gun Ltd.,"Edmonton, AB T5P 4B3","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
Alberta,Low Wage,Yan & Peng CPA LLP,"Edmonton, AB T6B 2R2",1431-Accounting and related clerks,Unknown,1,1
Alberta,Low Wage,Yana Investments Inc,"Taber, AB T1G 1S2",6311-Food service supervisors,Unknown,1,1
Alberta,Low Wage,Yana Investments Inc,"Taber, AB T1G 1S2",6322-Cooks,Unknown,1,1
Alberta,Low Wage,YASHE ALBERTA INC.,"Calgary, AB T3G 3N7","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
Alberta,Low Wage,YASHICA IMPEX INC.,"EDMONTON, AB T6A 0S4",6211-Retail sales supervisors,Unknown,1,1
Alberta,Low Wage,Yati Health Inc.,"Calgary, AB T2T 1Z1",1241-Administrative assistants,Unknown,1,1
Alberta,Low Wage,YEG IT SOLUTION INC,"EDMONTON, AB T6H 1K9",1241-Administrative assistants,Unknown,1,1
Alberta,Low Wage,YEG TRANS-BORDER GROUP INC.,"Edmonton, AB T6P 1S4",7622-Railway and motor transport labourers,Unknown,1,2
Alberta,Low Wage,YESHA FOODS LTD.,"SHERWOOD PARK, AB T8H 0N6",6311-Food service supervisors,Unknown,1,1
Alberta,Low Wage,Yimeng Fashion Co. Ltd.,"Calgary, AB T3P 1P2",6211-Retail sales supervisors,Unknown,2,2
Alberta,Low Wage,Yimeng Fashion Co. Ltd.,"Calgary, AB T3P 1P2",6421-Retail salespersons,Unknown,1,1
Alberta,Low Wage,YJ Threehills LTD.,"Three Hills, AB T0M 2A0",6525-Hotel front desk clerks,Unknown,1,1
Alberta,Low Wage,YJ Threehills LTD.,"Three Hills, AB T0M 2A0","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,Low Wage,Yogesh Hospitality Ltd,"Fort Saskatchewan, AB T8L 4R5","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
Alberta,Low Wage,YOUNG BLOOD CONSTRUCTION LTD.,"Calgary, AB T3N 0X6",7611-Construction trades helpers and labourers,Unknown,1,2
Alberta,Low Wage,Your Spot Convenience Store Ltd.,"Edmonton, AB T5X 5M8",1241-Administrative assistants,Unknown,1,1
Alberta,Low Wage,Your Spot Convenience Store Ltd.,"Edmonton, AB T5X 5M8",6211-Retail sales supervisors,Unknown,1,1
Alberta,Low Wage,Your Spot Convenience Store Ltd.,"Edmonton, AB T5X 5M8",6611-Cashiers,Unknown,1,3
Alberta,Low Wage,Yourname Construction Ltd,"Edmonton, AB T5T 6M2",7611-Construction trades helpers and labourers,Unknown,1,1
Alberta,Low Wage,Yumee Foods Inc.,"Calgary, AB T2E 6W3",6322-Cooks,Unknown,1,2
Alberta,Low Wage,Yummy Indian Cuisine ltd,"Olds, AB T4H 1S1",6311-Food service supervisors,Unknown,1,1
Alberta,Low Wage,YYC Concrete Cutting & Coring,"Rocky View County, AB T1X 0H3",7441-Residential and commercial installers and servicers,Unknown,1,4
Alberta,Low Wage,YYC Power Electrical Services Ltd,"Calgary, AB T2J 5C4",7612-Other trades helpers and labourers,Unknown,1,1
Alberta,Low Wage,ZA Electrical and General Contractor Ltd,"Edmonton, AB T6X 0Z2",7611-Construction trades helpers and labourers,Unknown,1,1
Alberta,Low Wage,Zahida Enterprises Inc.,"Canmore, AB T1W 1N9",6611-Cashiers,Unknown,2,3
Alberta,Low Wage,Zahin Associates Inc.,"Edmontona, AB T6K 4B5","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
Alberta,Low Wage,Zank consulting inc,"Edmonton, AB T6H 1R4",3219-Other medical technologists and technicians (except dental health),Unknown,2,5
Alberta,Low Wage,ZB Made Corporation,"Calgary, AB T3E 6K6","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,Low Wage,ZEBRA WHOLESALE BLINDS INC.,"Edmonton, AB T6E 5E5","9619-Other labourers in processing, manufacturing and utilities",Unknown,1,2
Alberta,Low Wage,Zee Virani Investment Inc.,"Calgary, AB T2E 7H8","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,Low Wage,Zen Zone Inc.,"Edmonton, AB T6K 4B5",6316-Other services supervisors,Unknown,1,1
Alberta,Low Wage,Zephyr dwellings Ltd,"EDMONTON, AB T6X 1T6",7611-Construction trades helpers and labourers,Unknown,1,1
Alberta,Low Wage,ZHANG LONG CO. LTD.,"CALGARY, AB T2H 0K9","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Alberta,Low Wage,Zone Garage Calgary Inc.,"Calgary, AB T3G 0G4",7611-Construction trades helpers and labourers,Unknown,1,1
Alberta,Low Wage,Zora Holdings Ltd.,"calgary, AB T3J 3C8",1521-Shippers and receivers,Unknown,1,2
Alberta,Low Wage,ZYTHAS DYNAMICS INC,"CALGARY, AB T2E 6S9",1521-Shippers and receivers,Unknown,1,2
Alberta,Permanent Resident Only,1103564 alberta ltd,"sherwoodpark, AB T8A 2H6",6211-Retail sales supervisors,Unknown,1,1
Alberta,Permanent Resident Only,1484818 Alberta Ltd,"Edson, AB T7E 1B8",6211-Retail sales supervisors,Unknown,1,1
Alberta,Permanent Resident Only,1531845 Alberta Ltd. o/a Shell Canada,"Strathmore, AB T1P 1B6",6211-Retail sales supervisors,Unknown,1,1
Alberta,Permanent Resident Only,1684316 ALBERTA LTD O/A SAVOY'S SOUTH INDIAN KITCHEN,"EDMONTON, AB T6E 5T5",6311-Food service supervisors,Unknown,1,1
Alberta,Permanent Resident Only,1818163 Alberta Ltd.,"Edmonton, AB T6N 1B4",2172-Database analysts and data administrators,Unknown,1,1
Alberta,Permanent Resident Only,1833709 Alberta Ltd.,"Calgary, AB T2E 2T5",6211-Retail sales supervisors,Unknown,1,1
Alberta,Permanent Resident Only,1859111 Alberta Ltd,"Edmonton, AB T6H 0K8","0014-Senior managers - health, education, social and community services and membership organizations",Unknown,1,1
Alberta,Permanent Resident Only,1937987 Alberta Ltd,"Edmonton, AB T5B 2W1",4214-Early childhood educators and assistants,Unknown,1,1
Alberta,Permanent Resident Only,2014985 Alberta Ltd,"Edmonton, AB T5W 1A2",1311-Accounting technicians and bookkeepers,Unknown,1,1
Alberta,Permanent Resident Only,2047775 AB LTD,"Sherwood Park, AB T8H 0P5",4163-Business development officers and marketing researchers and consultants,Unknown,1,1
Alberta,Permanent Resident Only,2111684 Alberta Ltd.,"Fort Saskatchewan,, AB T8L 0P6",0621-Retail and wholesale trade managers,Unknown,1,1
Alberta,Permanent Resident Only,2146333 Alberta Ltd.,"Calgary, AB T3N 1V9",1241-Administrative assistants,Unknown,1,1
Alberta,Permanent Resident Only,2235784 Alberta Inc.,"Medicine Hat, AB T1B 4J8",6311-Food service supervisors,Unknown,1,1
Alberta,Permanent Resident Only,2236644 Alberta Ltd.,"Edmonton, AB T6J 6V4","0122-Banking, credit and other investment managers",Unknown,1,1
Alberta,Permanent Resident Only,2399562 Alberta Ltd,"Stony Plain, AB T7Z 1V7",6322-Cooks,Unknown,1,1
Alberta,Permanent Resident Only,650273 ALBERTA LIMITED,"CALGARY, AB T2M 4S2",6211-Retail sales supervisors,Unknown,1,1
Alberta,Permanent Resident Only,AKBAR PROJECT SOLUTIONS LTD.,"Edmonton, AB T6E 6A4",0213-Computer and information systems managers,Unknown,1,1
Alberta,Permanent Resident Only,Amar Trucking Ltd.,"Edmonton, AB T6T 0H5",0731-Managers in transportation,Unknown,1,1
Alberta,Permanent Resident Only,AOA Management Inc,"Edmonton, AB T5Y 3E5",6311-Food service supervisors,Unknown,1,1
Alberta,Permanent Resident Only,Arrow Immigration Inc.,"Edmonton, AB T6T 1B1",1241-Administrative assistants,Unknown,1,1
Alberta,Permanent Resident Only,Bowest Appliances Inc.,"Calgary, AB T2C 5B6",1241-Administrative assistants,Corporation,1,1
Alberta,Permanent Resident Only,Camelot Immigration Services Inc,"Edmonton, AB T6X 0P7",1241-Administrative assistants,Unknown,1,1
Alberta,Permanent Resident Only,Elid construction inc,"edmonton, AB T6L 6L5",2234-Construction estimators,Unknown,1,1
Alberta,Permanent Resident Only,Ellerslie Chicken Foods Inc.,"Edmonton, AB T5S 2X4",6311-Food service supervisors,Unknown,1,1
Alberta,Permanent Resident Only,Entwistle Subway Ltd. O/A Subway Sandwiches and Salads Entwistle,"Entwistle, AB T0E 0S0",6311-Food service supervisors,Unknown,1,1
Alberta,Permanent Resident Only,G.S.Import and Export Ltd,"Calgary, AB T2B 3N6",1223-Human resources and recruitment officers,Unknown,1,1
Alberta,Permanent Resident Only,GetAssist Inc.,"Calgary, AB T2H 1J5","0014-Senior managers - health, education, social and community services and membership organizations",Unknown,1,1
Alberta,Permanent Resident Only,IBEX DEVELOPERS LTD,"CALGARY, AB T3J 4T2","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1
Alberta,Permanent Resident Only,IBEX DEVELOPERS LTD,"CALGARY, AB T3J 4T2",1221-Administrative officers,Unknown,1,1
Alberta,Permanent Resident Only,Leafmedx Ltd,"Beaumont, AB T4X 0H5",3232-Practitioners of natural healing,Unknown,1,1
Alberta,Permanent Resident Only,LIQUORAMA LTD,"Calgary, AB T2B 1N1",6211-Retail sales supervisors,Unknown,1,1
Alberta,Permanent Resident Only,LMIAJOBS INC,"Calgary, AB T2G 5J5",1311-Accounting technicians and bookkeepers,Unknown,1,1
Alberta,Permanent Resident Only,LOHIAN ENTERPRISES LTD.,"Edmonton, AB T6X 0W7",6211-Retail sales supervisors,Unknown,1,1
Alberta,Permanent Resident Only,Northland Building Supplies Ltd,"Edmonton, AB T5M 1W8",4163-Business development officers and marketing researchers and consultants,Unknown,1,1
Alberta,Permanent Resident Only,POPCO PIZZA RIVERBEND INC.,"EDMONTON, AB T6R 3E7",6311-Food service supervisors,Unknown,1,1
Alberta,Permanent Resident Only,Prism Custom Coating Inc.,"MD foothills county, AB T0L 0A0","0013-Senior managers - financial, communications and other business services",Unknown,1,1
Alberta,Permanent Resident Only,Satus Contracting Inc.,"Calgary, AB T2A 0P6","0015-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
Alberta,Permanent Resident Only,SHAKITA FOODS INC O/A A & W RESTAURANT,"CALGARY, AB T3G 4S8",6311-Food service supervisors,Unknown,1,1
Alberta,Permanent Resident Only,Top Way Logistics Inc.,"Calgary, AB T3N 0P4",1241-Administrative assistants,Unknown,1,1
Alberta,Permanent Resident Only,TRANSLAB INNOVATIONS PRIVATE LIMITED,"EDMONTON, AB T6T 0W7",2281-Computer network technicians,Unknown,1,1
Alberta,Permanent Resident Only,VisaPrime Consultancy Inc,"Fort McMurray, AB T9H 2K1",1241-Administrative assistants,Unknown,1,1
Alberta,Permanent Resident Only,WHITEMUD REHAB CENTRE LTD,"EDMONTON, AB T6W 4H8",1241-Administrative assistants,Unknown,1,1
Alberta,Primary Agriculture,1005271 Alberta limited,"Stettler, AB T0C 2L0",8431-General farm workers,Unknown,3,20
Alberta,Primary Agriculture,1053434 Alberta Ltd,"Taber, AB T1G 0B1","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,1
Alberta,Primary Agriculture,1053434 Alberta Ltd,"Taber, AB T1G 0B1",8431-General farm workers,Unknown,1,15
Alberta,Primary Agriculture,1074456 AB Ltd,"Cayley, AB T0L 0P0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,3
Alberta,Primary Agriculture,1074456 AB Ltd,"Cayley, AB T0L 0P0",8431-General farm workers,Unknown,1,15
Alberta,Primary Agriculture,1717868 Alberta Inc,"Hanna, AB T0J 1P0",8431-General farm workers,Unknown,1,6
