"Employers Who Were Issued a Positive Labour Market Impact Assessment (LMIA) by Program Stream, National Occupational Classification (NOC) 2021 and Business Location, July to September 2024",b,c,d,e,f,g,h
British Columbia                                                           ,Low Wage            ,M&M Quality Pallet Ltd,"Chilliwack, BC V2R 2A9",75110-Construction trades helpers and labourers,Unknown,1,2
British Columbia                                                           ,Low Wage            ,M.K.M. FOOD SERVICE LTD.,"KAMLOOPS, BC V2C 2B7","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
British Columbia                                                           ,Low Wage            ,M12 Holdings Ltd,"Kelowna, BC V1Y 9W7",63200-Cooks,Unknown,1,2
British Columbia                                                           ,Low Wage            ,MACK KIRK ROOFING & SHEET METAL LTD,"Pitt Meadows, BC V3Y 2B4",73110-Roofers and shinglers,Unknown,1,5
British Columbia                                                           ,Low Wage            ,MACK KIRK ROOFING & SHEET METAL LTD,"Pitt Meadows, BC V3Y 2B4",75110-Construction trades helpers and labourers,Unknown,1,5
British Columbia                                                           ,Low Wage            ,MadeFresh Foods Inc.,"Port Coquitlam, BC V3C 2M8",95106-Labourers in food and beverage processing,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Maduban Indian Cuisine Ltd.,"Nanaimo, BC V9R 4T1",63200-Cooks,Unknown,1,1
British Columbia                                                           ,Low Wage            ,MAENAM RESTAURANT INC.,"Vancouver, BC V6J 1M5",62200-Chefs,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Magnum Drywall Ltd.,"Surrey, BC V3W 3J1",75110-Construction trades helpers and labourers,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Mahal Enterprises Inc,"Grand Forks, BC V0H 1H2",62021-Executive housekeepers,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Main Bodega Inc.,"Vancouver, BC V6A 2W1",63200-Cooks,Unknown,1,1
British Columbia                                                           ,Low Wage            ,MAKE IT WORTH PLUMBING AND HEATING LTD.,"SURREY, BC V3S 8B2",75110-Construction trades helpers and labourers,Unknown,1,2
British Columbia                                                           ,Low Wage            ,Make Waves Coffee Inc,"Mill Bay, BC V0R 2P0","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,3
British Columbia                                                           ,Low Wage            ,MALTWOOD VILLAGE ENTERPRISES LTD,"Victoria, BC V8Z 3G1",63200-Cooks,Unknown,1,2
British Columbia                                                           ,Low Wage            ,MALWA BELT CONTRACTING LTD.,"Surrey, BC V3W 0P4",75110-Construction trades helpers and labourers,Unknown,1,2
British Columbia                                                           ,Low Wage            ,Malwa Motels Inc,"Golden, BC V0A 1H1",62020-Food service supervisors,Unknown,1,1
British Columbia                                                           ,Low Wage            ,MAMACARE DAYCARE LTD.,"Chilliwack, BC V2P 2N3",42202-Early childhood educators and assistants,Unknown,1,2
British Columbia                                                           ,Low Wage            ,Man-Kwong Enterprises Ltd.,"Vancouver, BC V6P 3G4",63201-Butchers - retail and wholesale,Unknown,1,1
British Columbia                                                           ,Low Wage            ,MANN RESTAURANTS CORPORATION,"Surrey, BC V3S 8X3",60030-Restaurant and food service managers,Unknown,1,2
British Columbia                                                           ,Low Wage            ,MANN RESTAURANTS CORPORATION,"Surrey, BC V3S 8X3",62020-Food service supervisors,Unknown,1,9
British Columbia                                                           ,Low Wage            ,MANN TIRE SERVICES LTD.,"ABBOTSFORD, BC V2T 5Z8",74203-Automotive and heavy truck and equipment parts installers and servicers,Unknown,1,1
British Columbia                                                           ,Low Wage            ,MAPLE FIRE INC.,"Coquitlam, BC V3J 2L1",73209-Other repairers and servicers,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Maple Leaf 1st Enterprises Ltd.,"Osoyoos, BC V0H 1V2",62010-Retail sales supervisors,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Marble Views Janitorial Ltd.,"Delta, BC V4C 6G4",65310-Light duty cleaners,Unknown,1,2
British Columbia                                                           ,Low Wage            ,Mark James Management Ltd,"Vancouver, BC V6B 2S2",73201-General building maintenance workers and building superintendents,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Maru Holdings Ltd.,"Chilliwack, BC V2R 0M5",63200-Cooks,Unknown,2,2
British Columbia                                                           ,Low Wage            ,MARUCHI EXPORT IMPORT LTD.,"SURREY, BC V3W 3B2",75101-Material handlers,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Marutama Food Services Ltd.,"Vancouver, BC V6G 2J6",63200-Cooks,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Marvel Drywall & Framing Ltd.,"Surrey, BC V3S 8J7",75110-Construction trades helpers and labourers,Unknown,1,2
British Columbia                                                           ,Low Wage            ,Masala Boyz Indian Lounge and Bar Ltd. o/a Masala Boyz Indian Lounge and Bar,"Langley, BC V1M 0B2",60030-Restaurant and food service managers,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Masala Boyz Indian Lounge and Bar Ltd. o/a Masala Boyz Indian Lounge and Bar,"Langley, BC V1M 0B2",62020-Food service supervisors,Unknown,1,2
British Columbia                                                           ,Low Wage            ,Maurya’s  Enterprises Ltd.,"Kamloops, BC V2C 1Z4",63200-Cooks,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Maurya’s  Enterprises Ltd.,"Kamloops, BC V2C 1Z4","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
British Columbia                                                           ,Low Wage            ,MAX CHIU PERSONAL REAL ESTATE CORPORATION,"SURREY, BC V3Z 0G5",13110-Administrative assistants,Unknown,1,1
British Columbia                                                           ,Low Wage            ,MAX'S BAKERY & DELI LTD.,"VANCOUVER, BC V6H 2L2","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,4
British Columbia                                                           ,Low Wage            ,MBS Enterprises Ltd. dba Panago Pizza,"Maple Ridge, BC V2X 7X7",62020-Food service supervisors,Unknown,1,1
British Columbia                                                           ,Low Wage            ,McArthur Trading Inc.,"North Vancouver, BC V7M 2E4",63200-Cooks,Unknown,1,2
British Columbia                                                           ,Low Wage            ,McCoos Ventures Ltd.,"Whistler, BC V8E 1B8",62010-Retail sales supervisors,Unknown,1,1
British Columbia                                                           ,Low Wage            ,McT&T Foods LTD,"Kelowna, BC V1X 6B4",60030-Restaurant and food service managers,Unknown,1,1
British Columbia                                                           ,Low Wage            ,McT&T Foods LTD,"Kelowna, BC V1X 6B4",62020-Food service supervisors,Unknown,2,3
British Columbia                                                           ,Low Wage            ,MD Japanese Restaurant,"Delta, BC V4K 1W4",63200-Cooks,Unknown,1,1
British Columbia                                                           ,Low Wage            ,MeeT in Gastown Hospitality Limited,"Vancouver, BC V6B 1A5",63200-Cooks,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Meet in Yaletown Hospitality Ltd,"Vancouver, BC V6B 5P2",63200-Cooks,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Megacity Construction Ltd.,"Surrey, BC V3W 3J1",75110-Construction trades helpers and labourers,Unknown,1,1
British Columbia                                                           ,Low Wage            ,MELO PATISSERIE LTD.,"Vancouver, BC V5T 1R7",63202-Bakers,Unknown,1,1
British Columbia                                                           ,Low Wage            ,Memory Corner Restaurant (Richmond) Ltd,"Richmond, BC V6X 4A9",63200-Cooks,Unknown,1,1
