"Employers Who Were Issued a Positive Labour Market Impact Assessment (LMIA) by Program Stream, National Occupational Classification (NOC) 2011 and Business Location, October to December 2021",b,c,d,e,f,g,h
British Columbia,   Low Wage,JD INSULATION LTD.,"Surrey, BC V3W 4E9",7611-Construction trades helpers and labourers,Unknown,1,1
British Columbia,   Low Wage,JEJUDO SEAFOOD INC,"BURNABY, BC V3N 4R7",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,Jerry's Cafe Take Away,"North Vancouver, BC V7P 3N4",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,Jewel of India Restaurant Ltd,"White Rock, BC V4B 1C3",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,Jeyw Kawa Ltd,"Vernon, BC V1T 5M6",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,JHC RESTAURANT LTD.,"NORTH VANCOUVER, BC V7L 3V9",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,JIM PATTISON ENTERPRISES LTD.,"Delta, BC V4K 4E2",9463-Fish and seafood plant workers,Unknown,1,3
British Columbia,   Low Wage,JM Coffee and Pastry Inc,"Coquitlam, BC V3B 7L2",6332-Bakers,Unknown,1,1
British Columbia,   Low Wage,JOH ENTERPRISES LTD.,"Surrey, BC V4A 2H9",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,John 3:16 Malaysian Delights Ltd,"Richmond, BC V6Y 2C4",6311-Food service supervisors,Unknown,1,2
British Columbia,   Low Wage,Johnston Packers (1995) LTD.,"Chilliwack, BC V2R 4M4","9462-Industrial butchers and meat cutters, poultry preparers and related workers",Unknown,1,8
British Columbia,   Low Wage,JPT Japanese Restaurant Ltd.,"Surrey, BC V3S 9A5",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,JSB Monami corporation,"CHILLIWACK, BC V2R 0P9",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,JSG Dhillon(2020) Ltd,"New Westminister, BC V3M 5X2",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,JTO Enterprises Ltd.,"Langley, BC V2Y 1A5","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,1
British Columbia,   Low Wage,JUMBO PIZZA(2010) INC,"SURREY, BC V3S 4H3",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,Junior Einstein's Academy Ltd.,"Surrey, BC V3T 2L1",4214-Early childhood educators and assistants,Unknown,1,1
British Columbia,   Low Wage,Junior Learning Academy Inc.,"Surrey, BC V3S 5J9",4214-Early childhood educators and assistants,Unknown,1,1
British Columbia,   Low Wage,JYS INVESTMENT INC.,"Coquitlam, BC V3B 0G2",6322-Cooks,Unknown,2,2
British Columbia,   Low Wage,K&K Nails Ltd.,"Ladysmith, BC V9G 1T9","6562-Estheticians, electrologists and related occupations",Unknown,2,2
British Columbia,   Low Wage,Kabuki Sushi,"Pitt Meadows, BC V3Y 2J4",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,Kamcraft Kitchen Cabinets Ltd.,"Surrey, BC V3W 2W2",7272-Cabinetmakers,Unknown,1,1
British Columbia,   Low Wage,Kami Strawberry Hill Japanese Restaurant,"Surrey, BC V3W 2M1",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,Karai Enterprises Ltd,"Port Hardy, BC V0N 2P0",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,Kasai Teppanyaki Steak & Sushi House Ltd,"Kelowna, BC V1Y 6G3",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,Kaya Sushi and Grill LTD.,"Kelowna, BC V1V 3E7",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,KHAGHAN RESTAURANT LTD.,"Vancouver, BC V6G 2L9",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,KHAMS HOLDINGS LTD,"Golden, BC V0A 1H0","6313-Accommodation, travel, tourism and related services supervisors",Unknown,1,1
British Columbia,   Low Wage,Kim’s Fried Chicken Inc.,"Chilliwack, BC V2R 3N4",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,KIMBROS153&INVESTMENT LTD,"North Vancouver, BC V7M 2K3",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,KiMU Japanese Cuisine LTD.,"Vancouver, BC V5R 2N3",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,KM BUILDING MAINTENENCE LTD,"SURREY, BC V3W 2Y4",6731-Light duty cleaners,Unknown,1,7
British Columbia,   Low Wage,Komal Beauty Salon & Spa Inc.,"Surrey, BC V3W 1R1",6341-Hairstylists and barbers,Unknown,1,2
British Columbia,   Low Wage,Kosoo Restaurant Ltd.,"Vancouver, BC V6G 2G5",6322-Cooks,Unknown,4,4
British Columbia,   Low Wage,Kouign Cafe Inc.,"Surrey, BC V3T 5W2",6322-Cooks,Corporation,1,1
British Columbia,   Low Wage,Kowon International Ltd.,"Port Moody, BC V3H 0E4",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,KUMAR'S ENTERPRISES LTD,"RICHMOND, BC V6X 1L5",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,KUMAR'S ENTERPRISES LTD,"RICHMOND, BC V6X 1L5",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,La Baguette Catering ltd,"Revelstoke, BC V0E 2S0",6311-Food service supervisors,Unknown,3,4
British Columbia,   Low Wage,LA STELLA FOODS MANUFACTURING LTD,"BURNABY, BC V5J 4R6","9461-Process control and machine operators, food, beverage and associated products processing",Unknown,1,1
British Columbia,   Low Wage,Lahori Sweets and Restaurant Ltd,"Surrey, BC V3W 0E6",6332-Bakers,Unknown,1,1
British Columbia,   Low Wage,Langley Pizza Factory Ltd.,"Langley, BC V3A 3Y6",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,Langley Pizza Factory Ltd.,"Langley, BC V3A 3Y6",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,LaPorte Moving and Storage Systems Limited,"Richmond, BC V6V 1K9",7622-Railway and motor transport labourers,Unknown,1,1
British Columbia,   Low Wage,LDB Enterprises Ltd.,"Coquitlam, BC V3E 1K9",6311-Food service supervisors,Unknown,1,2
British Columbia,   Low Wage,LE KAI ENTERPRISES LTD.,"Kitimat, BC V8C 1T6",6513-Food and beverage servers,Unknown,1,1
British Columbia,   Low Wage,Lee & Seo Holdings Ltd.,"Surrey, BC V3W 1P6",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,Lee Fung Co. Ltd.,"Surrey, BC V3R 7C1",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,Likas Landscaping Inc.,"Delta, BC V4C 3S3",2225-Landscape and horticulture technicians and specialists,Unknown,1,2
British Columbia,   Low Wage,LINDA HAIR SALON,"Coquitlam, BC V3K 3V9",6341-Hairstylists and barbers,Unknown,1,1
British Columbia,   Low Wage,Lions Gate Fisheries Ltd.,"Delta, BC V4K 1R9",9463-Fish and seafood plant workers,Unknown,1,8
British Columbia,   Low Wage,Lisa's Bridal Salon Ltd.,"New Westminster, BC V3M 1A8","6342-Tailors, dressmakers, furriers and milliners",Unknown,1,1
British Columbia,   Low Wage,Little Munchkin Daycare Ltd.,"Vancouver, BC V6P 1L1",4214-Early childhood educators and assistants,Unknown,3,3
British Columbia,   Low Wage,Little Wonders Montessori Childcare & Preschool Ltd,"Abbotsford, BC V2S 3Y2",4214-Early childhood educators and assistants,Unknown,1,1
British Columbia,   Low Wage,longia  enterprises ltd,"victoria, BC V8Z 1E4",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,Love Meats Ltd.,"Surrey, BC V3W 5A5","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,1
British Columbia,   Low Wage,LSF IMMIGRATION CONSULTANT INC,"Vancouver, BC V6C 3E8",1241-Administrative assistants,Unknown,1,1
British Columbia,   Low Wage,lucky buck stores ltd.,"Vanderhoof, BC V0J 3A0",6311-Food service supervisors,Unknown,1,2
British Columbia,   Low Wage,M & S Sushi Ltd.,"Kamloops, BC V2C 3Z7",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,M&N Drywall Ltd.,"Surrey, BC V3V 4N5",7611-Construction trades helpers and labourers,Unknown,1,2
British Columbia,   Low Wage,MACK KIRK ROOFING & SHEET METAL LTD,"Pitt Meadows, BC V3Y 2B4",7611-Construction trades helpers and labourers,Unknown,1,9
British Columbia,   Low Wage,MADE IN INDIA RESTAURANT INC.,"Kelowna, BC V1X 8A9",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,Madeleine(Kerrisdale) Investments Ltd.,"Vancouver, BC V6M 1Z6",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,Madras Club House Ltd.,"Surrey, BC V3W 2P2",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,Madras Club House Ltd.,"Surrey, BC V3W 2P2",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,Madras Maple Cafe,"Prince George, BC V2N 1W7",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,Maharajah Grocerzs INC,"Kelowna, BC V1P 1T6",6211-Retail sales supervisors,Unknown,1,1
British Columbia,   Low Wage,MAMI'S PIZZA,"OSOYOOS, BC V0H 1V0",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,MAMI'S PIZZA,"OSOYOOS, BC V0H 1V0","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
British Columbia,   Low Wage,Mann Bros. Meat Shop Incorporated,"Delta, BC V4C 6R4","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,2
British Columbia,   Low Wage,Maple Ridge Carpet One Center 2014 Ltd,"Maple Ridge, BC V2X 2C2",7295-Floor covering installers,Unknown,1,1
British Columbia,   Low Wage,Maple Tree Children's Centre Inc.,"Victoria, BC V9A 7M8",4214-Early childhood educators and assistants,Unknown,2,2
British Columbia,   Low Wage,Marine Seafood Inc.,"Delta, BC V4G 0A2",1241-Administrative assistants,Unknown,1,1
British Columbia,   Low Wage,Marutama Food Services Ltd.,"Vancouver, BC V6G 2J6",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,Master Dental Solution Ltd.,"Vancouver, BC V6A 0H1","3223-Dental technologists, technicians and laboratory assistants",Unknown,1,1
British Columbia,   Low Wage,MATT HOUSE PHENEMENON HOLDING LTD.,"Vancouver, BC V6B 1M7",6341-Hairstylists and barbers,Unknown,1,1
British Columbia,   Low Wage,MCLH Enterprises LTD,"Delta, BC V4K 1V8",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,Mega Japanese Restaurant Ltd.,"Richmond, BC V7E 2Y4",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,MEHAR IMMIGRATION CONSULTANCY LTD,"Surrey, BC V4C 6S2",1241-Administrative assistants,Unknown,1,1
British Columbia,   Low Wage,METRO 1 MEATS & TANDOORI TAKE AWAY LTD.,"Surrey, BC V3W 4G1",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,Metropolis Chicken Foods Inc.,"Burnaby, BC V5H 4P1",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,Millennium Tents & Party Rentals Ltd,"Vancouver, BC V6P 4R9","9445-Fabric, fur and leather cutters",Unknown,1,1
British Columbia,   Low Wage,Millennium Tents & Party Rentals Ltd,"Vancouver, BC V6P 4R9",9446-Industrial sewing machine operators,Unknown,1,1
British Columbia,   Low Wage,Millstream Flour Mills(1991) Corporation,"Delta, BC V4G 1E4",1241-Administrative assistants,Unknown,1,1
British Columbia,   Low Wage,Mirch Masala Restaurant Inc.,"Delta, BC V4C 6S3",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,Mission Bread Company Ltd,"Kelowna, BC V1Y 6N6",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,MK Building Maintenance Ltd.,"Aldergrove, BC V4W 4A7",6731-Light duty cleaners,Unknown,1,3
British Columbia,   Low Wage,Mokran Food Ltd.,"Langley, BC V1M 2K5",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,Monkey Ville Childcare Inc.,"Surrey, BC V3S 1V7",4214-Early childhood educators and assistants,Unknown,1,1
British Columbia,   Low Wage,Moon Holdings LTD,"Vancouver, BC V6B 1Y1",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,Mophead Salon Corp,"Richmond, BC V6X 4J7",6341-Hairstylists and barbers,Unknown,1,1
British Columbia,   Low Wage,Mount Washington Pacific ULC,"Mount Washington, BC V9N 5N3","5254-Program leaders and instructors in recreation, sport and fitness",Unknown,3,5
British Columbia,   Low Wage,Mountain View Group Daycare 7,"Coquitlam, BC V3J 4E7",4214-Early childhood educators and assistants,Unknown,1,1
British Columbia,   Low Wage,Moxie's Restaurant Limited Partnership,"Vancouver, BC V6B 4P4",6322-Cooks,Unknown,2,8
British Columbia,   Low Wage,Mr. Black Entertainment Ltd,"Richmond, BC V6X 4J7",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,MR.Bro Enterprise Ltd,"Richmond, BC V6X 4B3",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,Mt Seymour Resorts Ltd,"North Vancouver, BC V7G 1L3","5254-Program leaders and instructors in recreation, sport and fitness",Unknown,4,8
British Columbia,   Low Wage,MVC Construction Ltd,"Surrey, BC V3W 0J4",7611-Construction trades helpers and labourers,Unknown,1,2
British Columbia,   Low Wage,Myrtia Foods Inc,"Burnaby, BC V5C 2J1",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,NAMASTE INDIAN CUISINE LTD,"victoria, BC V9B 1G5",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,NAMASTE INDIAN CUISINE LTD,"victoria, BC V9B 1G5",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,Navash Development Incorporated,"Vancouver, BC V5M 2G7",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,Navraj Sweets & Restaurant Ltd,"Surrey, BC V3W 1R1",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,Neptune Fresh Produce Inc.,"Richmond, BC V7A 4X6","9461-Process control and machine operators, food, beverage and associated products processing",Unknown,1,6
British Columbia,   Low Wage,New Beginnings Early Learning (Richmond) Ltd,"Richmond, BC V6X 2A4",4214-Early childhood educators and assistants,Unknown,1,3
British Columbia,   Low Wage,Newlands Golf & Country Club Ltd.,"Langley, BC V3A 3M3",6311-Food service supervisors,Unknown,1,3
British Columbia,   Low Wage,Newlands Golf & Country Club Ltd.,"Langley, BC V3A 3M3",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,Newport Childcare Centre INC,"Port Moody, BC V3H 5C9",4214-Early childhood educators and assistants,Unknown,1,2
British Columbia,   Low Wage,Next Level Fitness Ltd.,"Surrey, BC V3W 2W3",6211-Retail sales supervisors,Unknown,1,1
British Columbia,   Low Wage,Noir Food Services Ltd.,"Smithers, BC V0J 2N0",6311-Food service supervisors,Unknown,1,3
British Columbia,   Low Wage,Noir Food Services Ltd.,"Smithers, BC V0J 2N0",6321-Chefs,Unknown,2,3
British Columbia,   Low Wage,Noir Food Services Ltd.,"Smithers, BC V0J 2N0",6322-Cooks,Unknown,4,11
British Columbia,   Low Wage,Nolex Enterprises Ltd.,"Port Coquitlam, BC V3B 5Y9",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,NOOR PAINTING LTD.,"SURREY, BC V3W 2V7",7611-Construction trades helpers and labourers,Unknown,1,2
British Columbia,   Low Wage,Nori Enterprise Ltd.,"Nanaimo, BC V9V 1S3",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,NORTH ROAD TRADING LTD.,"Richmond, BC V6X 4C4",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,Northland Properties Corporation,"VANCOUVER, BC V6J 4S5",6311-Food service supervisors,Unknown,30,34
British Columbia,   Low Wage,Northland Properties Corporation,"VANCOUVER, BC V6J 4S5",6322-Cooks,Unknown,47,73
British Columbia,   Low Wage,Northland Properties Corporation,"VANCOUVER, BC V6J 4S5",6332-Bakers,Unknown,1,2
British Columbia,   Low Wage,Northwest Drafting & Design Ltd,"Surrey, BC V3W 4N8",1241-Administrative assistants,Unknown,1,1
British Columbia,   Low Wage,NUBO ENE ENTERPRISE LTD.,"Victoria, BC V8W 1N9",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,O & R Restaurants Inc.,"Whistler, BC V0N 1B0",6322-Cooks,Unknown,2,4
British Columbia,   Low Wage,OK TOUR COMPANY LTD,"Burnaby, BC V3J 1N3","6313-Accommodation, travel, tourism and related services supervisors",Unknown,1,1
British Columbia,   Low Wage,Okanagan Hospitality LTD,"Vernon, BC V1T 7G7",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,Olive & Anchor Restaurant Ltd.,"West Vancouver, BC V7W 2H1",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,Olive Tree Medical Clinic,"Burnaby, BC V3J 1S2","5254-Program leaders and instructors in recreation, sport and fitness",Unknown,1,1
British Columbia,   Low Wage,OmniPet Nutrition Inc.,"Abbotsford, BC V2S 7W7","9617-Labourers in food, beverage and associated products processing",Unknown,1,2
British Columbia,   Low Wage,On the waterfront enterprises inc.,"Vancouver, B.C., BC V6G 3G1",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,onyx steakhouse restaurant ltd,"white rock, BC V4B 3Y8",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,onyx steakhouse restaurant ltd,"white rock, BC V4B 3Y8",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,Opa Sushi Limited,"Prince Rupert, BC V8J 1A5",6311-Food service supervisors,Unknown,1,3
British Columbia,   Low Wage,Organic Learning Academy Inc.,"Burnaby, BC V3N 3M2",4214-Early childhood educators and assistants,Unknown,1,1
British Columbia,   Low Wage,Original Tandoori Kitchen,"Vancouver, BC V5X 3J3",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,OZ CHICKEN LTD.,"Coquitlam, BC V3B 0J5",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,P. Gupta Accounting Services Inc,"Surrey, BC V3W 3A8",1311-Accounting technicians and bookkeepers,Unknown,1,1
British Columbia,   Low Wage,P.K. RAM FAMILY RESTAURANTS LTD,"Sechelt, BC V0N 3A0",6311-Food service supervisors,Unknown,2,3
British Columbia,   Low Wage,Pace Processing and product development ltd.,"Surrey, BC V3S 8P7","9617-Labourers in food, beverage and associated products processing",Unknown,2,2
British Columbia,   Low Wage,PADDA ENTERPRISES LTD DBA GATEWAY PIZZA,"Surrey - BC, BC V3W 1E6",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,PANJAB DRYWALL LTD.,"SURREY, BC V3V 4X6",7611-Construction trades helpers and labourers,Unknown,1,2
British Columbia,   Low Wage,Param Landscaping and Fencing Ltd.,"Vancouver, BC V5X 3X5",7441-Residential and commercial installers and servicers,Unknown,1,1
British Columbia,   Low Wage,PARTH INVESTMENTS INC.,"CRANBROOK, BC V1C 6S3",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,Patra Pizza,"Gibsons, BC V0N 1V7",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,Paul's Bakery Ltd,"Smithers, BC V0J 2N0",6332-Bakers,Sole Proprietorship,1,2
British Columbia,   Low Wage,PAYLESS BUILDING MAINTENANCE LTD,"Nanaimo, BC V9T 5M7",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,PDQ Holdings Ltd,"Radium Hot Springs, BC V0A 1M0",6211-Retail sales supervisors,Unknown,1,1
British Columbia,   Low Wage,Peachland Sushi,"Peachland, BC V0H 1X7",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,Pizza Al Forno Inc.,"Victoria, BC V8T 2W4",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,Pizza Hut,"North Vancouver, BC V7P 1R7",6311-Food service supervisors,Unknown,7,7
British Columbia,   Low Wage,Pizza Town and Indian Cuisine Ltd,"Coquitlam, BC V3J 1S6",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,PNY Enterprises Inc.,"Abbotsford, BC V4X 1G2",6211-Retail sales supervisors,Unknown,1,1
British Columbia,   Low Wage,Poco Investments Inc. dba Dairy Queen,"Port Coquitlam, BC V3B 1T3",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,Polycryl Manufacturing (1998) Inc.,"Langley, BC V4W 3Y3","9619-Other labourers in processing, manufacturing and utilities",Unknown,1,2
British Columbia,   Low Wage,Portofino Bakery Ltd,"Victoria, BC V8M 1Z9",6332-Bakers,Unknown,1,2
British Columbia,   Low Wage,POTATO PLANET RESTAURANT INC.,"Vancouver, BC V5N 4A6",6322-Cooks,Unknown,1,1
British Columbia,   Low Wage,PRABU FOODS INC,"Surrey, BC V3W 4E1",6322-Cooks,Unknown,1,2
British Columbia,   Low Wage,Praguery Food Ltd,"Vancouver, BC V5R 0A7",6332-Bakers,Unknown,1,1
British Columbia,   Low Wage,Prestige Food & Beverage Ltd.,"Sooke, BC V9Z 0V1",6311-Food service supervisors,Unknown,3,4
British Columbia,   Low Wage,Prestige Food & Beverage Ltd.,"Sooke, BC V9Z 0V1",6322-Cooks,Unknown,3,6
British Columbia,   Low Wage,Prime Health Ltd.,"Maple Ridge, BC V2X 0Y4","9619-Other labourers in processing, manufacturing and utilities",Unknown,1,4
British Columbia,   Low Wage,Prince George Hotel Limited Partnership,"Prince George, BC V2L 2C3",6311-Food service supervisors,Unknown,1,1
British Columbia,   Low Wage,Propak Manufacturing Inc,"Kelowna, BC V1Y 3E3",9446-Industrial sewing machine operators,Unknown,1,3
British Columbia,   Low Wage,Prostar Painting and Restoration Ltd.,"Burnaby, BC V3N 4A3",7294-Painters and decorators (except interior decorators),Unknown,2,9
British Columbia,   Low Wage,Pro-Star Truck & Trailer Repair Ltd.,"Surrey, BC V3V 3S1",1241-Administrative assistants,Unknown,1,1
British Columbia,   Low Wage,PSI Sushi & Roll LTD.,"Surrey, BC V3T 2W6",6322-Cooks,Unknown,1,1
