"Employers Who Were Issued a Positive Labour Market Impact Assessment (LMIA) by Program Stream, National Occupational Classification (NOC) 2021 and Business Location, October to December 2024",b,c,d,e,f,g,h
British Columbia                                                           ,High Wage,straightedge Contractors inc.,"Surrey, BC V3W 0R6","73102-Plasterers, drywall installers and finishers and lathers",Unknown,1,1
British Columbia                                                           ,High Wage,Straightline Crane and Logistics Ltd.,"Abbotsford, BC V2T 4Z3",72500-Crane operators,Unknown,1,1
British Columbia                                                           ,High Wage,Strategic Concrete Solutions Ltd.,"Surrey, BC V4N 4C6",73100-Concrete finishers,Unknown,1,1
British Columbia                                                           ,High Wage,Sukhman Construction Ltd,"Surrey, BC V3T 5P2",75110-Construction trades helpers and labourers,Unknown,1,1
British Columbia                                                           ,High Wage,SUMAIR DRYWALL LTD.,"Kelowna, BC V1V 2N1",72310-Carpenters,Unknown,1,1
British Columbia                                                           ,High Wage,SUMAIR DRYWALL LTD.,"Kelowna, BC V1V 2N1","73102-Plasterers, drywall installers and finishers and lathers",Unknown,1,2
British Columbia                                                           ,High Wage,Sun Peaks Resort LLP,"Sun Peaks, BC V0E 5N0","41406-Recreation, sports and fitness policy researchers, consultants and program officers",Unknown,1,1
British Columbia                                                           ,High Wage,Sun Star Mechanical LTD,"Kelowna, BC V1X 5B3",72300-Plumbers,Unknown,1,2
British Columbia                                                           ,High Wage,SUNNY INTERNATIONAL CONSULTING LTD.,"Vancouver, BC V6H 1E5",13110-Administrative assistants,Unknown,1,1
British Columbia                                                           ,High Wage,Sunstone Stucco Ltd.,"Surrey, BC V3S 6N4","73102-Plasterers, drywall installers and finishers and lathers",Unknown,1,2
British Columbia                                                           ,High Wage,Super Bright Cleaners Ltd.,"Surrey, BC V3S 2A1",62024-Cleaning supervisors,Unknown,1,1
British Columbia                                                           ,High Wage,Super fine Carpentry Ltd.,"Surrey, BC V3W 6B1",72310-Carpenters,Unknown,1,1
British Columbia                                                           ,High Wage,Superfast Workforce Solutions Inc,"SURREY, BC V3W 0E6",13100-Administrative officers,Unknown,1,1
British Columbia                                                           ,High Wage,Superfast Workforce Solutions Inc,"SURREY, BC V3W 0E6","73301-Bus drivers, subway operators and other transit operators",Unknown,1,1
British Columbia                                                           ,High Wage,Superior IDP Construction Ltd.,"Surrey, BC V3V 2P9",13110-Administrative assistants,Unknown,1,1
British Columbia                                                           ,High Wage,Supreme Chain Logistics Ltd.,"Surrey, BC V3W 3E9",73300-Transport truck drivers,Unknown,1,15
British Columbia                                                           ,High Wage,Supreme Glass and Shower Doors Ltd.,"Surrey, BC V3W 3H8",13100-Administrative officers,Unknown,1,1
British Columbia                                                           ,High Wage,surdel party rentals inc,"surrey, BC V3W 4N6",73200-Residential and commercial installers and servicers,Unknown,1,1
British Columbia                                                           ,High Wage,Sure Clean Building Maintenance LTD.,"Coquitlam, BC V3B 1K5",65310-Light duty cleaners,Unknown,1,2
British Columbia                                                           ,High Wage,Sure Shot Learning Center Ltd.,"Surrey, BC V3V 4B9",13110-Administrative assistants,Unknown,1,1
British Columbia                                                           ,High Wage,Surprise Nails Ltd.,"Surrey, BC V4N 1P3",60040-Managers in customer and personal services,Unknown,1,1
British Columbia                                                           ,High Wage,Surrey Enterprise Ltd.,"Surrey, BC V3X 0G8","73102-Plasterers, drywall installers and finishers and lathers",Unknown,1,1
British Columbia                                                           ,High Wage,Surrey Enterprise Ltd.,"Surrey, BC V3X 0G8",75110-Construction trades helpers and labourers,Unknown,1,2
British Columbia                                                           ,High Wage,Surrey Punjab Dhaba Ltd.,"Surrey, BC V3V 6A8",62200-Chefs,Unknown,1,1
British Columbia                                                           ,High Wage,SURREYSIDE CONSULTING INC.,"Abbotsford, BC V3G 1E6",13110-Administrative assistants,Unknown,1,1
British Columbia                                                           ,High Wage,Sweet Cherubim Natural Foods Ltd.,"Vancouver, BC V5L 3X3",62020-Food service supervisors,Unknown,1,1
British Columbia                                                           ,High Wage,Swift Disability Services LTD,"Port Moody, BC V3H 1X1",13110-Administrative assistants,Unknown,1,1
British Columbia                                                           ,High Wage,Swiftwood Forest Products,"Port Coquitlam, BC V3C 1N1","00015-Senior managers - construction, transportation, production and utilities",Unknown,1,1
British Columbia                                                           ,High Wage,Synic Software Inc.,"Vancouver, BC V6E 3C9",13110-Administrative assistants,Unknown,1,2
British Columbia                                                           ,High Wage,System One Floor Solutions Inc.,"Langley, BC V3A 7Z5","72014-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,1
British Columbia                                                           ,High Wage,T&T Supermarket Inc.,"Richmond, BC V6W 1J2",62200-Chefs,Unknown,1,1
British Columbia                                                           ,High Wage,TAISHO HOLDINGS INC.,"VICTORIA, BC V8V 3X3",63200-Cooks,Unknown,1,1
British Columbia                                                           ,High Wage,Taj Finishing Ltd.,"Surrey, BC V3W 0L8",72310-Carpenters,Unknown,1,1
British Columbia                                                           ,High Wage,Takeda Trading Ltd.,"Prince Rupert, BC V8J 1L2",84121-Fishing vessel deckhands,Unknown,1,1
British Columbia                                                           ,High Wage,Takhar Drywall Ltd.,"Surrey, BC V3S 3T1",75110-Construction trades helpers and labourers,Unknown,1,1
British Columbia                                                           ,High Wage,Tandem Auto Partnership DBA Porsche Centre Richmond,"Richmond, BC V6V 1W8","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1
British Columbia                                                           ,High Wage,Tandoori Oven Restaurant Ltd.,"Vancouver, BC V5W 2V4",62020-Food service supervisors,Unknown,1,1
British Columbia                                                           ,High Wage,Taste of Lahore Restaurant & Sweets Ltd.,"Surrey, BC V3V 4C1",62020-Food service supervisors,Unknown,1,2
British Columbia                                                           ,High Wage,Tatla Electrical Ltd.,"DELTA, BC V4M 2J9",72200-Electricians (except industrial and power system),Unknown,1,1
British Columbia                                                           ,High Wage,Tavanna Logistics Ltd.,"Surrey, BC V3W 3N4",13100-Administrative officers,Unknown,1,1
British Columbia                                                           ,High Wage,Tavanna Logistics Ltd.,"Surrey, BC V3W 3N4","72024-Supervisors, motor transport and other ground transit operators",Unknown,1,1
British Columbia                                                           ,High Wage,TCP Simple Technologies Inc,"Surrey, BC V3S 1H2",22311-Electronic service technicians (household and business equipment),Unknown,1,1
British Columbia                                                           ,High Wage,Team Up Cabinets Ltd.,"Langley, BC V3A 6K8",13100-Administrative officers,Unknown,1,1
British Columbia                                                           ,High Wage,Team Wood Kitchen Cabinets (2009) Ltd.,"Surrey, BC V3W 4Y8",13110-Administrative assistants,Unknown,1,1
British Columbia                                                           ,High Wage,Team Wood Kitchen Cabinets (2009) Ltd.,"Surrey, BC V3W 4Y8",72310-Carpenters,Unknown,1,1
British Columbia                                                           ,High Wage,Team Wood Kitchen Cabinets (2009) Ltd.,"Surrey, BC V3W 4Y8",73200-Residential and commercial installers and servicers,Unknown,1,1
